sentences,bias,subjectivity,vader,flesch-kincaid
by the way  people beagle is in hoary backports i am using it right now . yes  but it crashes _all_ the time . i guess so,-0.29973920992,0.5357,0.2144,1.7
hey all im having a desktop problem ... hoping someone can help well we don't know what your problem is did you upgrade from dapper ? any luck ? try this : **unknown** if it works  please update bug @ : **unknown** i got it to work .,0.96665769675,0.6,0.782,4.8
hi  trying to migrate my ubuntu installation to a bigger drive  and having trouble updating grub . it keeps mounting my old drive ( now the 2nd drive ) as / - what do i need to update to make the main partition in the new drive / ? ( tried changing the uuid assigned as root in menu . lst to /dev/sda2 but didn't work ) did you run ' **unknown** i read the man pages for it and thought that wouldn't help . it sounded like a tool i'd use when  say i upgraded the kernel in the boot part,-0.18329032766,0.3268,-0.1248,5.6
"""ok  now i'm getting issues with mdadm without the """" i doubt those stats  but opera is faster than ff ( before we get offtopic ) :) now i'm getting all kinds of errors when i run sudo apt-get upgrade or sudo apt-get -f install i know opera is faster than ff but their both better then ie""",0.23500534212,0.6667,0.9361,19.6
what is standard ftp again ... 21 ? 20 and 21 sudo -i is safer never did that ... whats thedifference ?,-0.00145581403,0.0,0.4871,0.9
i just have seen your testing repository  have a question ask away only if you have a repository with w32codecs enabled there are a few others the link to the skype package you gave today seems not to work  is it still there could you pls give me a correct url to your skype package,0.1352597973,0.55,0.0772,22.4
""". **unknown** **unknown** : #define **unknown** """". **unknown** """" ok  was just making sure ubuntu was't runnig custom code or something that 's just the settings i am told that it should be in . **unknown** but that folder doesn't exist  do i just need to create it ?""",0.17685512903,0.627,0.5994,5.2
**unknown** : or i use xubuntu : it looks like its a gnome thing what ? you wont be able to run compiz on sis . glxgears means absolutely nothing so there is no solution ? my advice would be to get a radeon card i dont have the mondey lint01 : the driver must support glx_ext_texture_from_pixmap in order for compiz to work what sould i looking for in the glxinfo ? glx_ext_texture_from_pixmap the linux kernel is flexible and great but it still cant make hardware perform miracles i mean thats just simple opengl work that the card have to do  dont understand why it has such a lot of problems or why there is not a alternative effekt as i said  the driver must provide glx_ext_texture_from_pixmap extension for compiz to work so there is not a lite version or lite settings for compiz ? there is simple-ccsm for light settings but that will do nothing without compiz actually running . there is no light compiz your driver needs **unknown** sounds physical not software based yes  the driver doesnt support **unknown** because the hardware cannot do it i had xp before ubuntu and i had some desktop effects here with 3d effects like the desktop box and stuff like that  thats why its hard to belive that there is not another solution :( compiz does not run on windows . you must have a driver that supports **unknown** and obviously a card that can do it in the first place whatever windows had was not compiz and it didnt require this opengl specification well actually its a driver spec but anyway its an opengl driver extension specification and sis just cant do it there are 3d **unknown** like blender on other opensource stuff  i can use them and do fancy realtime things with it that doesnt mean anything . just because you have direct rendering doesnt mean the card can do **unknown** all of the sudden it is a special spec  written by **unknown**  the original compiz creator  with the help of some nvidia devs  specifically for compiz **unknown**,0.25212474223,0.557,0.9872,15.4
i have ubuntu 10.04 which is lts  any good reasons not to upgrade to 10.10 my system was hanging freezing randomly in 10.10 i have a lenovo laptop with intel graphics and core2duo processor try manual shutdown through command prompt see man shutdown in terminal i see  i have a dell studio xps laptop,0.15154775653,0.55,0.6249,4.8
where could i ask my performance related question on ubuntu-server ? maybe run transmission with idle i/o priority ? ionice -c 3 -p `pidof **unknown** thanks for the pointer  and i hadn't thought of io  doesn't it influence the load average btw ?,-0.03194943993,0.4,0.533,6.0
:( i'm trying to convince a computer i've got here to boot my kubuntu edgy install dvd -- it doesn't want to . i can boot damn small linux from the adjacent cdrom drive fine  but it doesn't want to boot the dvd . u need to set your bios to boot the dvd my bios is set . i've also tried smart boot manager  but it won't boot the dvd either . do boot floppies exist for ( **unknown** ?,0.0757681036,0.6488,0.2973,2.9
is there a way to bring my monitor out of powersave mode remotely ? use xset xset dpms force on should work . no luck  the screen stays black,-0.01617968139,0.3167,0.2023,3.3
make and make install seem to have created the no-ip executable no-ip ? its a dns server of sorts allows you to get your ip without a domain name . for something - yes  eg : xorg is a new version  with compiz along side it  other stuff  eg : apache - no2 primary concern  is vmware and openvpn i wouldn't have confidence with vmware with it being a 3rd party product vmware works like a charm  but it did have to go through hell to make it work so i wouldn't put money on stability on 7.04 -> 7.10 update personal preference is always instrall from scratch if you can afford the time depends what you want to look for : well  it stopped working :) define stopped working sometimes it mounts on boot  other times it does not is it a physical internal hard disk  or an external / usb one it is an internal sataii disk  used as a data folder what file system is on it  is it a linux file system or a windows **unknown** one ? ext3 is it in your fstab ? is it in your /etc/fstab file check if it is,-0.10491927879,0.3376,-0.2939,11.8
"""its not loading any fkn web pages either **unknown** : ~/desktop$ **unknown** . bin bash : **unknown** . bin : command not found slayton **unknown** : ~/desktop$ **unknown** . bin bash : **unknown** . bin : command not found can anyone tell me how to open a . bin file ? pls you want to execute it ? **unknown** : i tried to execute it  nothing happened """" nothing """"? how did you execute it ? sure  apt-get install firestarter or be more specific :) do you have 2 network interfaces  one connected to the internet and one to the lan ? no both are connected to a lan then don't bother with ipconfig or firestarter :) then what should i do ? are the other clients windows ? ok  samba should work don't know about the syncing part though yea scroll up right click a folder and select """" share """"""",0.17791374746,0.6015,0.9281,4.8
hey  i noticed breezy was branched in the archive today  but there are no packages files  any word on when it will be completely branched ? when the developers sober up ) its been 4 days ... that must have been a pretty bad party,0.25096010182,0.5667,0.0772,6.4
it should show you a command to reconfigure it . hit it twice and see if it shows you the possibilities . yes you can . thanks . do i need to do that using live cd or i can do it with geparted while logged on ubuntu ? you can do it while logged in on ubuntu -) you'll have to install gparted probably first  but it'll work fine . thanks again . another question .... my /home folder is on a separated partition . can i mount this empty drive as a subdirectory of home ? and even that is possible i love this os :-) same here :-) i will miss some games  bnut i won't look back :-) what sort of games ? there are some games that'll work just fine . america 's army is the one i will miss . the game runs under wine  but **unknown** doesn't hmm ... :( that 's 2 bad .. how do i remove windos from the grub menu now ? gksudo gedit /boot/grub/menu . lst then scroll down and remove the section about windows preferably pm me the lines you'll remove cool  thanks again these are my windows entries **unknown** can i delete all section ? yes  those are safe to remove . thank you ! i'm almost windows free now . just need to get rid of my virtualbox :-) are you still reading this ? yes i am,0.24975459711,0.5666,0.9936,4.0
no stuff on ibex yet yep  wifi uses ndiswrapper does the disk resizer work too ? sure  but you may as well have bught a cheaper system to put ubuntu on instead of wasting your money with a mac my friend bought one ) i try to get him take a look at linux,0.05322051,0.8889,0.6187,8.7
hey guys  i updated my sources . list file to point to breezy instead of hoary and then did killall kde then when i tried to apt-get update it didnt work  so now im stuck without a display manager  so i have to run off a live cd . can anyone help ? i think its my sources . list file . i heard breezy was incredible why did you killall kde ? anyway  what 's the error wehn trying to apt-get update ? paste on pastebin i read it on some instructions to killall kde,-0.25262788634,0.7,-0.4222,4.4
"""why am i the only one having problems connecting to aim ? what 's it saying ? """" can't connect to host ."""" i seem to be the only one having trouble . what do you mean by that ?""",-0.54920042447,0.7219,-0.7131,0.9
i'm having a problem with this writing in my syslog file and filling up my hard drive every day  i don't want it to destroy my hard drive :( feb 2 07:49 : 09 localhost kernel : [ **unknown** ] valid ecryptfs headers not found in file header region or xattr region it won't destroy your hard drive  you have some empty files in your lower ecryptfs directory need to find them  and it can destroy my hard drive at the rate the error 's filling up the syslog and kernel log . i've had to purge 8gb three times already,-0.38911866135,0.6583,-0.9739,18.1
i need help to create a usb startup disk . i have the ubuntu iso image under ntfs and the installed os are on the same drive . so when i use this utility under system --- > administrator -- > usb startup disk creator it is unable to recognise and this utility greys all the button . any help is appreciated get unetbootin to make the usb startup disk : i will try that : i installed unetbootin still it does not recognise that iso image there must be something wrong with the iso image  it has worked for me countless times : nothing is wrong with that iso image i hv chkd for md5 and also burnt that image and done installation and now i am chatting from that installed ubuntu os don't know what to tell ya man . unetbootin works for me every time : as indicated earlier the iso image and the installed os are on the same drive would that impose some problem : i am dual booted with xp i hv the iso img on the ntfs that should make no difference . : i can see that iso image in my file browser ok : however i cannot have that listed in under places ? this could be the reason that this utility is unable to recognize the iso even after giving it the correct path why not move it to your ubuntu partition ?? then try unetbootin again,0.2763312812,0.465,0.6416,11.8
can anyone give me a hint why i m getting this message back in terminal when trying to start users & groups **unknown** to edit users : **unknown** ( sry  **unknown** url in other one ) try it with gksu unstead of sudo *instead ok  cheers this time i got this back from terminal : **unknown**,0.04564318732,0.4094,0.6486,19.6
"""how """" far """" do kernel updates go ? like 2 . x or 2.6 . x or 2.6 . **unknown** only ? yep okay thanks you will only get security-updates for every package in ubuntu in a release security problems in ubuntu .. #ubuntu+1 space thanks . always wanted to know that ! directly to tty""",0.34520941871,0.6125,0.8946,4.5
:d does anyone know how to reinstall grub ? run grub-install . might want to check the man page . :) thanks . :),0.451704857,0.7333,0.91,0.9
"""someone ? i really need to get that gateway server up and running ! anyone who can tell me how to set up my machine as a gateway server ? i've followed this guide ( http://www.yolinux.com/tutorials/linuxtutorialiptablesnetworkgateway.html )  using example 2  but the very last line to write into the terminal fails with a siocaddrt : network is unreachable . your network is not setup i can surf the net from the gateway server  i can ping the other machines in theinternal network ( it has two network cards : one wireless with internet connection  one wired with connection to the rest of the machines here downstairs) . i can hardly believe that """" my network isn't setup """". everything else from that guide has been done with success too""",-0.192035287,0.2148,0.4592,9.5
"""hi . anyone . where is a repo for 8.04 desktop alternate install i386 ? i need to grab specific files is this one ? **unknown** ? install ubuntu on vmware i mean . this lists the packages with versions  and you can map the paths to the . debs onto the ubuntu http://archive.ubuntu.com/ **unknown** prefix any path to a . deb file from the cd contents list with """" http://archive.ubuntu.com/ubuntu """" ? how why ? if you want to pull in just the packages that are damaged  id the path in the . list file  then download using """" wget < url> """" where < url > is """" http://archive.ubuntu.com/ubuntu **unknown** . **unknown** > """"""",-0.31885459081,0.4589,-0.5514,5.6
yes . which sound card does he use ? one moment  plz something onboard ... we try to find out with dmesg lspci -v|grep -i audio thx ich6 family is that the information you want ? i need more than just ich6 ok lsmod|grep ^snd_intel8x0 intel corp . 82801fb/fbm/fr/fw/frw ( ich6 family ) high definition audio controller ( rev 03 ) << that ? whats now ? is its possible to solve this problem without recompiling the kernel ?,0.27659066676,0.588,0.7674,4.0
hey  i'm experiencing a problem with my kde : none of the gnome programs are themed ( they look like plain ugly buttons)  this is fixed after i run gnome-appearance-properties  but it 's a real pain to do so every time i log on  i looked online for answers or anything but couldn't find anything  anyone else having the same problem or a solution ? they may have more info in #kubuntu  but if you want to run gnome-appearance-properties every time you log in  do **unknown** gnome-appearance properties starts the window that allows me to pick my gnome theme  just closing that window is a pain  i don't like to do extra work if i don't have to ) i'll check in kubuntu though understand ...,-0.13721834331,0.3978,-0.8422,25.5
can anyone help with 10gbe support in 10.04 ? should just work does ubuntu support it ?,0.1802467701,0.0,0.8156,1.3
when i go to ' **unknown** and add startup programs  and x out then re-open  they aren't there . they aren't saving . anyone know a solution ? are you saving the session when you log out ? how do i do that ?,0.39613449037,0.6,0.4291,1.3
i forget my passwd help  i forget my passwd in ubuntu  and i can't login the sys  what should i do https://help.ubuntu.com/11.04/ubuntu-help/user-forgottenpassword.html thanks  i will go it dosen't work in grub **unknown** livecd  then what **unknown** have you ? i have intel core have you ever encounter the same problem ? could be an indication of driver misconfiguration  system insanity  hardware failure ... lot of variables that is definitely a good suspicion :) **unknown** you mean when file system almost full  it will slow down your system ?,-0.23482015132,0.4959,-0.3485,9.5
"""what x driver ? device """" silicon motion  inc . sm712 **unknown** """" that 's the id string reported by the device . you'll want to figure out what chipset it uses and which x driver you can use for acceleration . well at the moment it is using the """" siliconmotion """" driver ok  should be ok then .. check if your video player uses xv for playback""",0.36226563569,0.5333,0.7003,3.7
anyone alive that can like wtf help me/ tell us the problem ... follow that link the bot just gave ... do this first ... prolly you should find all the **unknown** related libraries there  ready to be installed did i have to download some . tars etc ...?,0.10178196357,0.5389,0.4215,4.0
hi all  question : i use chrome  but read that chromium has the webapps stuff ... can i get that in chrome ? if not  is chromium updated or is it lagging behind as usual ? chromium is chrome without flash and some other patented stuff eh . in the past  in ubuntu  chromium was not maintained or followed well i'm asking if the releases will be maintained better in the future  before i switch to it like  for example  chromium 's version in quantal is **unknown** . **unknown** .. that 's a whole release behind chrome .,0.55500413682,0.45,0.8156,6.8
need some help with embedded video using mplayer . you're not having problems with it not playing wmv 's are you ? or is it just not working in general ? it works  but it locks firefox at the end . i have to do killall firefox i'm using xfce ooooh  thanks **unknown** ] !! i have added alsa to the . **unknown** file ... without this switch  video playback is terrible . ahh  already have that . thanks though **unknown** ] hmmm  my problem is somewhat different . i installed mplayer but it can't find any of the wmv codecs i checked and their all in completely the wrong folder they're* make symbolic links ? yeah  i can't remember what i did or whether it worked . i should have another go did you use any kind of script to update firefox ? i don't use firefox ah ... what 's your flavor ? am one of those horrible opera lovers ) mplayer doesn't work right in opera .,-0.19356067532,0.6181,-0.5071,3.7
hi . i am running jaunty on my server  and i need to install some package ( **unknown** . however  apparently jaunty is out of support and i can't use apt-get install anymore . is there any way to install the packages without upgrading the whole os ? there is an info in the last link how the eol repos are named but we suggest to update to a supported version instead i'll look into upgrading but i don't want to do that without making sure i won't break anything :) but i'll just try to get the packages from the old repo as i need them now just change the repo-urls in /etc/apt/sources . list to the jaunty-eol repos thanks  i found my mistake  i should use old-releases.ubuntu.com instead of nl.old-releases.ubuntu.com yes but please remeber jaunty is eol and not supported here anymore will do  i'll discuss upgrading to the latest lts with the owner . thanks for the help nonetheless,0.38796717611,0.4806,0.9745,9.5
on install its just a check box ! but it not allways a good idea ! why not but sweet  good to know i hope ubuntu reporting crashes is for no good reason if you are going to play with your system and a novice your data may unrecoverable,-0.15436139059,0.6125,-0.8394,5.6
"""is `apt-get remove` broken for you ? irrelevant . some people ... """" hey  this free software i got for free doesn't work the way i want  let me bitch about my entitlement problems instead of being constructive  filing bug reports  or trying to fix it """" uhm  i did fix it . nobody on the internet did . so ... great then ? you are ignorant of the situation and yet you think it is wise to interfere . what does that make you ?""",0.23604036296,0.775,0.7483,5.6
"""! mdadm software raid question i can help you with ? reboot  see if it happens again - ah ok  will try that - """" group descriptors look bad ... trying backup blocks ..."""" resize inode not valid . **unknown** ? < y >""",0.15266221544,0.5889,-0.2851,2.9
hello  is there a way ( a simple one ) to blacklist a package to be upgraded ? i tried unattended-upgrades  with no luck thanks in advance of course its called pinning uhm  ok .. so the blacklist on unattended-upgrades is not the correct way ehh i would assume blacklist means not installable period ok  its simple ( seems :p )  echo package hold | dpkg -- set-selections actually there are two different things  there is the apt-get blacklist which doesnt upgrade certain packages automatically  and there is pinning to make sure a package stays at a certain revision no  i just want to mantain a specifically version of a package  so probably the ' hold ' is the correct way,0.16164722977,0.5133,0.7828,16.5
"""is there anyway to register the irc protocol in firefox so if i click an irc :/ / link it will open xchat and is it possible to write **unknown** scripts for xchat xmms is good noo i use xmms for mp3s """" ok """" have done so for like 2 months but it isnt the greatest its like winamp""",0.02003761713,0.7429,0.2155,20.4
sorry to ask  as i'm sure it 's been asked before ... but where can i find the md5sum for the 8.10 iso ? **unknown** thanks :),-0.07483011446,0.7378,0.8537,2.1
hello . is there an alternative repository for medibuntu ? the main server ( packages.medibuntu.org ) seems to be down right now . i don't think so . the only solution is to wait until the server is up again ok  thanks .,-0.15455314544,0.4763,0.7693,4.8
i'm having connection problems with my huawei **unknown** modem in ubuntu 9.10  can someone help me set it up ? don't know that modem  a cable modem on eth0 ? it 's a 3g modem wired ?,-0.5294329418,0.6,0.0,1.7
cannot connect to internet using my mobile . is your mobile running ubuntu ? no  i wanna use my mobile phone as a modem,-0.5319574822,0.0,-0.296,6.0
can someone help me to get my ubuntu to boot ? grub cannot find my root partition do you know if its grub1 or 2 ? - it is using menu . lst so i assume it is grub1 ok  try the instructions here ! grub | ryand i am using 9.10 but it is running off of menu . lst so i assume it is grub 1 . soreau where do i find those instructions i am sort of new to irc i know it is supposed to but i can't find the grub2 files ! grub,0.09469013683,0.4773,0.5258,1.7
"""hi  i'm on natty 64bit and realplayer isn't working . i have ia32libs installed try running realplayer from a terminal - what output/error message are you getting ? wrong elf class try """" linux32 realplayer """" or whatever the realplayer binary is called there is no 64bit version i guess . and 32bit version is unable to run giving these wrong elf class : elfclass64 errors did you try the linux32 thing ? what do you mean by linux32 ? 32bit binary ? i mean type """" linux32 realplayer """" but substitute realplayer with whatever you trying to run""",0.14720009354,0.735,-0.6868,6.4
hah  good joke  but ot here sorry  i'm killing time till picard finishes  i'll lay off :) get jscalibrator,-0.257746,0.8667,-0.25,9.1
"""hi . in fstab i have to add a line in this form : """" **unknown** volume /home/ocs/sistema ext3 defaults 0 0 """" . as you can see  the label contains spaces . what 's the right syntax for the line ? the one i used is not accepted by the os . why not just change the label ? i have to format the volume if i change it ....""",-0.22784587396,0.5679,-0.2901,2.5
i can't boot from usb or from the network . i can't boot an ubuntu cd  but i can boot damn small linux . is there any way to install ubuntu to the hard drive ? put the hard drive into another box and install it on there can you think of any other alternative ? you should get enough os after you move it back to fine tune or tweek the install you are not giving people much to work with .. ! pm > ocean_,-0.49469380707,0.3823,-0.7754,4.8
n8tuser : **unknown** nice specifically  the second bit there  about changing it,-0.02426497995,0.5333,0.4215,9.9
"""anyone good with sound ? i seem to have a flaky 64 bit system where the sound sometimes works and sometimes doesn't we all have that  it 's called pulseaudio  and it was a poor decision to include it in hardy so can i turf it or do i have to wait for intrepid eh  well  i'm not sure the answer . when my sound stops working  i do """" killall pulseaudio """" and it usually starts working again . if flash is your issue  install libflashsupport hmmm  i doubt you need a new motherboard if it works some of the time may be worth trying other options in the preferences > sound dialog that 's similar to issues i've seen with pulseaudio . bad news for you though  i think fedora uses pulseaudio to .""",0.10414022048,0.4565,-0.47,9.5
how do i tell aptitude to update an a . deb file which is in a local dir ? oh .. so i shouldnt use aptitude to do the updates either ? a deb that you installed if not in the ubuntu repos will not be updated along with the rest thank you :),0.33483643021,0.5,0.7059,4.4
hi all . laptop running 10.04 . it hard locks at least once every 1-2 days . i've checked all the relevant logs in /var/log  with nothing of importance found . any ideas on what 's causing this ? or at least where i can start troubleshooting ? when it freezes  can you switch to terminal ( alt + **unknown** ) and/or restart x ? no  all input freezes as well,-0.42143116938,0.6403,-0.3919,2.9
are you using a third party or gui package for firewall  nevermind  thank you actionparsnip . no iptable entries or well there are entries  but just routing  nothing about ports and basically acceptin everything have you read the man on ufw ? no but ufw won't help me if there are no **unknown** iptable rules ? ubuntu is shipped or written with ufw  you can enable/disable by cli . ufw is disabled then you have no firewall active . actually you do  iptables  ufw is a front end for iptables . ok ... so why is the connection refused ? do you have the proper access scripts in place ? what is a proper access script ? i might have configured something in the last five years on that machine  that i am not aware that it is troubling me now .... looking it up now  and as i am not an extremely competent sysadmin  i am looking here for help -),-0.48385552062,0.2985,-0.9481,6.0
what do i use to share files between a windows and linux computer ? like say i wanted to network the 2 together i use samba to share files in my home network qith windows7 ubuntu and xp is it hard to set up ? for me  ya for others no #samba will help you with any problems vnc can be used to access the desktop gui but its slower than hell kinds like vista,-0.42051225837,0.5417,-0.3736,9.1
just curious  why not tell noobs about root ? : | wiki 's got plenty of information on it  why should we type it all out here lol ? and not telling new users about root might help save their systems why not just point them to the wiki ? i did - ! tell name about root so ... that displays for them  i guess ? eheh yeah ! tell steve about root see the pm you were just sent,0.32646076445,0.7182,0.9293,2.9
does anyone know if it is possible to have your home directory on a usb stick when using ubuntu ? .. from a livecd/dvd you can change the home directory variable when you login forgotten the name of it though are there some directions i can look up ? when you get to the prompt  assuming the usb drive is mounted with a dir home  do home =/ **unknown**,-0.41132003851,0.8667,-0.5661,9.1
is /dev/hda4 where you intend /var now ? yes and you've rebooted ?? of course have you tried -- sudo mount -a ? can you pastebin your /etc/mtab too ? ok http://rafb.net/paste/results/v87vyw44.html that looks ok -- but have a read here - http://lists.samba.org/archive/linux/2002-june/003394.html well i want to move the whole /var directory  that 's currently in the same partition as /  to a whole new partition . and i did copied stuff around in single user mode seems to me that it tries to mount /var/run and /var/lock before /var is mounted at all,0.26882455985,0.3771,0.797,5.6
help ! what should i do if i get this error ?? : configure : error : no acceptable c compiler found in $path ' sudo apt-get install build-essential ' ty :),0.45090004101,1.0,0.4218,6.8
"""is anyone having trouble with the breezy repositories ? more specifically : http://us.archive.ubuntu.com/ubuntu/dists/breezy/release.gpg http://us.archive.ubuntu.com/ubuntu/dists/breezy-updates/release.gpg i can't - there 's a black square dangling at the top of my screen huh ? move it what could i replace """" cc """" with ? ! tell maddash about mirrors""",-0.31230594266,0.4083,-0.4082,11.9
hi  ever since i installed gutsy about 6 weeks ago  i've never had so much trouble with my disk partitions . ( 1 ) after the initial install  the disks were all changed from /dev/hdan to **unknown**  but after any boot-up  they can be *anywhere* . ( 2 ) but what is upsetting me hourly  is that usb memory-stick mounts are totally inconsistent : various wrong permissions  various wrong mount points  or just not mounting . what changed ? why is it so screwed up ? can anybody help with a url or howto to fix this mess ? try this .. it may help us .. sudo apt-get install pastebinit && cp /etc/fstab **unknown** . txt && sudo fdisk -l >> **unknown** . txt && cat **unknown** . txt | pastebinit ( provide pastebin link in channel ) you can see for example that the usb stick is in three places in fstab ! **unknown**,-0.53340088761,0.5327,-0.9659,4.8
- . - the ubuntu servers are **unknown** slow right now xd dude stop complaining ubuntu have worked so hard for this day and all u do is complain go back to windows if u dont like it i'm not complaining wtf than stop complaining ! i'm not complaining about ubuntu  am i ? um  yes u are . just stop  okay i'm not letting you have the last word in your pathetic argument says this :,-0.26387274174,0.516,-0.8833,6.4
arch ? linux aislinn 2.6 . **unknown** #42-ubuntu smp thu dec 2 03:21 : 31 utc 2010 i686 gnu/linux **unknown**,-0.170820825,0.6,0.0,-0.7
why is it that sometimes when i click a button in nautilus  everything just hangs for like 2 seconds ? and its not just nautilus  a few other apps too : * :( and it just happened again with xchat > :( you have destop effects turned on ? yep try turning them off and see what happens hey  no more hanging :d cool spoke too soon :( your window manager set to metacity ? how much mem you got ? 3gigs :/ you could try a memtest on the grub menu to check your mem,-0.25643391692,0.6472,-0.5296,5.2
i created a new partition table on a hard disk and now it is 31mb in size when it should be 500gb ... if i make it an extsomething the size is still 31mb : s ive seen ' bad ' hard drives have similer issues .. well  the hard disk is in good shape ... it 's something i did obviously how do you prove its good . :) you could try zeroing it out with dd  and try repartioning it .. i tested it less than two days ago :p ive had hard drives die while ive been using them .. thats not really proof its good . anyway  yeah  that might work ... do i wipe 33345608 bytes then ? yu may not need to zero out the whole hd . but id let it run for a little bit but i have no idea what the exact size is .. since it only shows 33mb .. isn't dd a long line of text ? dd if =/ dev/sda something did it a while ago is there a command to simply wipe the whole thing ? yes  i have the command somewhere  but since i do not know the exact size  what will the **unknown** ? with what command ?: o somthing like dd if =/ dev/zero of =/ **unknown** bs=2048 wju 2048 ? see man dd .. bs is the block size to use,-0.2394484474,0.6073,-0.7657,1.7
so i'm home for the weekend  which means my normal nfs share isn't available whenever automount is running  it seems like nautilus won't start and i have some problems logging in sometimes however  stopping automount gives me couldn't stop automount for /net any idea ? in your fstab  add intr in the options section for which entry ? i have no entry for my autofs system ? or do you mean add this in /etc/ **unknown** or something ? how are you mounting them sudo aptitude install flashplugin-nonfree **unknown**,0.21181989387,0.5875,0.2612,8.7
why would i be getting invalid mount option while trying to mount an ntfs file system via the gui ? that is besides the point . also  not up for discussion in this channel . quite honestly  hell is fairly widely accepted . other curses i could understand but that could be a bit excessive,0.18901120286,0.6687,-0.0625,4.8
do you guys get crappy sound in gnome ? cuz i do i hate it **unknown** : yes  a lot of noise excellent sound here . although i use multimedia system selector to change from esd to alsa esd seems to give me poor quality audio i used to use asd  but it don give me **unknown**  like using both applicqation with sound,-0.26151978898,0.6125,0.1901,8.7
any clue on when amsynth is going to be brought to speed ? i've found that sometimes  with a heavy dose of audio apps  10gb just isn't enough  but i've never taken up 20gb while we're asking about programs  does anyone know of a relatively easy video editor ? i'm pushing 5gb now kdenlive ok  i tried to do some stuff with kino  but i like to put audio on still frames that transition i'm not a pro with video but i'll try that dvd slideshows ? tried devede ?,0.3837060386,0.5833,0.897,10.7
anyone have a good wireless card suggestion for gutsy ? my d-link dwl-g630 worked like a champ first time out thanks,1.3306891702,0.3778,0.886,4.8
4chan : collective iq level = less than zero youre being generous there ) heh,-0.03107991367,0.0667,0.4019,8.0
hello ! is it permissible to ask questions about something not exactly ubuntu-related  but just a program in the basic package ? certainly noone said that nobody knows the answer oh . heh .,-0.22657449835,0.3155,0.3595,9.1
plz help on the my question above . check lspci output there you can find line like ' 01:00 . 0 vga compatible controller : nvidia corporation g92 [ geforce gts 250 ] ( rev a2 ) ' **unknown** : it shows 00:02 . 0 vga compatible controller : intel corporation core processor integrated graphics controller ( rev 02 ),-0.06679613065,0.35,0.6705,5.2
i cannot manage to find the rythmbox package . someone please help me -__- i wonder why my apt-get doesn't see rythmbox  then ? -__- rhythm ( 2 x h ) terry : thx :),0.08697376342,1.0,0.8591,2.1
"""**unknown** is an application that fails to star up in ubuntu . for over half-year so far .... anyone gone fix that bug ? **unknown** does ubuntu have some """" boss """" that can get things running ? yeah  you and us : } we have application that is broken for half year - doesnt start ... how to fix it broken ? what app ? what versionof ubuntu ? **unknown** what does it do ? follow either of the links just tell me training log""",-0.56936472678,0.563,-0.8299,2.9
"""approximately 42 degrees ) user  type """" sudo pkill -9 vlc """" worked  thanks  what -9 is for ? """" sudo kill -l """" gives a list of signal names if you know the process id number  you can do kill -9 < number > or if you only know the name theen its pkill -9 < name of process > -l shows that 9 is kill  got it  thanks ! and how do i know how process is called ? """" top """" or """" htop """" or """" ps -a """" gives a list of running processes """" sudo killall vlc """" i guess would be how to do it""",0.01763963034,0.5,-0.8608,6.4
**unknown** : can you use http://pastie.org to give the output of : lsb_release -a  uname -a  dpkg -l | grep flash : dpkg -l | grep gnash  dpkg -l | grep swf thanks : **unknown** > okay  so i'd like to try and remove futuresplash  how do i find the package name associated ? got sound from flash yet ? what was the bullet ? indeed  more ironic than funny :),0.13760072096,0.6333,0.9098,2.9
hey my dpkg and my apt-get is dead ... i have one package here and its failed middle of the instalation ! the package crash ... now i cant remove and i cant reinstall ! yeah repo is down no dude my dpkg crashed,-0.66707503639,0.2472,-0.9322,2.9
is anyone here having trouble enabling the nvidia driver ? you have to run nvidia-xconfig did that after installing them and activating the current one using jockey still didn't work did you try logging out and back in ? ya huh ya i did did you use jockey ? or did you do sudo apt-get install nvidia-glx-185 ? jockey that 's why . jockey is a raging piece of shit . do it manually ok good to know . so is version 195 not working ? i think for compatibility they kept the package name as **unknown**  but it installs 195 afaik ok thank you for your help,0.33653587893,0.45,0.8299,4.0
how can i have a cool desktop ? like a new live picture every x minutes from somewhere in the world or something else cool ? theres **unknown** changer tools out there .. check he package manager .. not cool enough :p ' eye candy causes ocular **unknown** ,0.00468935314,0.6227,0.7918,5.2
whats the difference between two packages ( same program  same version ) one labeled static and the other labeled shared ? static has all its dependencies built into it ( making a larger file  but it will definately work)  shared tries to use the dependencies on the system  if they're already installed  if you don't have one  or it 's not the right version  it'll break and **unknown**  thank you very much !! ) np :),0.66710701568,0.5201,0.9444,15.4
"""you probably have pppoe  and need to ' logon to your **unknown** need a pppoe client  or in your router  use admin functions to have your router sign in for you you need to know the pppoe userid/password your provider wants you to sign in as **unknown**  i should log onto the router ? yes  l pppoe ? but i've never heard of it before ... **unknown**  oh i see what does pppoa mean then ? its point-to-point protocol over ethernet ( instead of ppp over dialup ) **unknown**  yes it said : """" the access concentrator of your provider did not respont  please check your network and cables """" **unknown**  i don't have that kind of info  i have never had to log in ....""",0.14083459121,0.5859,0.5419,8.7
anyone got any ideas about this : **unknown** . nvidia / glx problem threads are too long to read  just summarize your problem here please the restricted driver has direct rendering built in now  try using that how do i do that ? menu > system > admin > restricted driver  see if here is one available for your hardware,0.08089783297,0.45,-0.8074,8.7
