sentence,bias_score,assertive_verb_count,assertive_verb_prop,bias_count,bias_prop,coherence_marker_count,coherence_marker_prop,degree_modifier_count,degree_modifier_prop,factive_verb_count,factive_verb_prop,flesch-kincaid_grade_level,hedge_word_count,hedge_word_prop,implicative_verb_count,implicative_verb_prop,liwc_3rd_person_pronoum_count,liwc_3rd_person_pronoun_prop,liwc_achievement_word_count,liwc_achievement_word_prop,liwc_adverb_count,liwc_adverb_prop,liwc_auxiliary_verb_count,liwc_auxiliary_verb_prop,liwc_causation_word_count,liwc_causation_word_prop,liwc_certainty_word_count,liwc_certainty_word_prop,liwc_conjunction_count,liwc_conjunction_prop,liwc_discrepency_word_count,liwc_discrepency_word_prop,liwc_preposition_count,liwc_preposition_prop,liwc_tentative_word_count,liwc_tentative_word_prop,liwc_work_word_count,liwc_work_word_prop,modality,mood,opinion_count,opinion_prop,subjective_strong_count,subjective_strong_prop,subjective_weak_count,subjective_weak_prop,subjectivity_score,unique_word_count,vader_composite_sentiment,word_count
"ooooooo someone is in trouble xd too right jess , d he never feeds meh ! i mean my spaghetti is better than his but still ! d  heeeeeyyyy ! ! ! you have never taste my pasta , so you can 't tell that ! * pouts *",0.2568439969,0,0,0,0,1,0.0244,0,0,0,0,2.5,0,0,0,0,2,0.0488,1,0.0244,3,0.0732,4,0.0976,0,0,2,0.0488,2,0.0488,0,0,2,0.0488,0,0,0,0,0.125,indicative,0,0,0,0,0,0,0.4808,35,0.583,41
"jacc is eating my brain . jacc one of those not - so - great specs that don 't offer much to vendors or users . lots of "" what we were trying to accomplish . "" and "" the reason we . "" <number> <number> a java binding for pam all of it , not just parts would be solid enough to develop against . not perfect , but usable . not fully versed in that beyond what 's in loginmodule et al . . what 's missing ? presumably adding users ? right . it 's what inspired a lot of the java server security not the vm stuff , but we 've historically only focused on pure auth ok , well , stay tuned putting together a composable policy framework that plays nice with jacc , but frees the actual . <number> <number> . grant exclude work from the hideous policyimplies method . that frees up bolting on full - fledged authz . <number> <number> nice . would that free the platform up from having to keep all those permission objects around ? maybe even skip creating them ?",0.2543996933,0,0,0,0,1,0.0056,0,0,0,0,4.8,0,0,0,0,1,0.0056,1,0.0056,8,0.0452,6,0.0339,0,0,2,0.0113,6,0.0339,2,0.0113,21,0.1186,4,0.0226,1,0.0056,0.3235,indicative,0,0,0,0,0,0,0.5724,115,0.9888,177
i 've got a core i5 macbook air right here if anyone has any questions . or you can ask in the comments thread here <url> how well does it run photoshop illustrator ? pretty much just as well as the current macbook pros do . sassafras ! that 's auto - correct for sweeeeet ! thank you .,0.2501706855,0,0,0,0,2,0.037,0,0,0,0,3.6,0,0,0,0,0,0,0,0,6,0.1111,4,0.0741,1,0.0185,0,0,5,0.0926,1,0.0185,4,0.0741,4,0.0741,0,0,0.125,conditional,0,0,0,0,0,0,0.5339,48,0.8585,54
"in the rush to taint all clerics let 's not forget there are good priests . fr ted , fr dougal & fr jack are lovely fellas nosenseofreality also max von sydow and the other lad from "" the exorcist "" .  and dumbledore . he 's in the bible too isn 't he ? dumbledore ? we should compile a list of movie "" good priests "" it will balance the negativity around the church considering their claim to authority is based on fiction characters anyway , that should do nicely ! i feel a "" golden cleric "" competition is on the cards ! ! my vote is for bing crosby in going my way .",0.2407743874,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,2,0.019,0,0,4,0.0381,10,0.0952,1,0.0095,1,0.0095,3,0.0286,2,0.019,11,0.1048,0,0,0,0,0.42,imperative,0,0,0,0,0,0,0.6375,77,0.9082,105
"khj mih gj tjn j co thm phi o di ah . nang tinh gi ngn hang nao ma tinh phi th nang ? nh bidv e sun co tk o a nang , ma t cha bit no u na ne . . t . t m . ngn hang nay k cha i ln nao . nn k bit co tinh phi k . chk la k u  ss oi , cai tinh hinh ve hnay sao rui ss ? co kha kham hon k ? <minor_speaker> when is ss3 vietnam again ?  on <number> th may <minor_speaker> okay how much is the concert ticket ?  a & st <number> usd b & c <number> usd d & f <number> usd e & g <number> usd all included vat <number> % <minor_speaker> okay thanks  will u come ? <minor_speaker> i wanna go so bad , im still trying to convince my parents to let me go  where are you ? <minor_speaker> im from malaysia  we really need your help , we wnat to make sapphire blue for sj , but lots of v - elf will take an important exam on that day <minor_speaker> i heard about it , so that is why i was wondering why the ticket wasnt sold out , they cant change the date ?  it 's a very important exam , an national exam , we don 't have right to change it . <minor_speaker> i mean the concert date , but anyway i really wanna go i would like to see the boys again  i don 't know either . haizzz . it 's all up to the organiser and sm . <minor_speaker> but i think the ticket is more expensive than malaysia 's concert , am i right ?",0.2374614136,0,0,0,0,3,0.0102,0,0,0,0,3.6,0,0,0,0,1,0.0034,1,0.0034,12,0.0408,17,0.0578,6,0.0204,2,0.0068,8,0.0272,2,0.0068,15,0.051,3,0.0102,3,0.0102,0.4737,indicative,0,0,0,0,0,0,0.5017,161,0.9135,294
"wisconsin & gt mini mubarak 's senate okays arrest of <number> democrats in illinois - thursday , march <number> , <number> <url> wi tcot p2 & lt - - commie troll on tcot . for a troll list to block - - & gt <url> make em ' voiceless . teaparty gop sgp ocra  your last troll list link didn 't go there , my friend . works for me . might have just been that tweet .",0.2346967008,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,1,0.0128,2,0.0256,3,0.0385,1,0.0128,0,0,0,0,0,0,6,0.0769,1,0.0128,1,0.0128,0.6071,indicative,0,0,0,0,0,0,0.0333,55,0.6369,78
"<heart> hahaha he was like "" where my cash bitch "" <heart> lol i knw that nigga was a fool signup now ! we 'll offer you <number> dollars bonus . <url>",0.233909808,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0.0263,0,0,2,0.0526,2,0.0526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,conditional,0,0,0,0,0,0,0.55,29,0.7177,38
yup . lady boss . taking order now ? lol rt bibimbap ! ! ! anyone ? lol reminded me of the bimbimbap that i did not even get to taste in kl,0.2296681964,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,2,0.0769,1,0.0385,0,0,0,0,0,0,0,0,3,0.1154,0,0,0,0,1,indicative,0,0,0,0,0,0,0.7,25,0.7805,26
kids are so well informed ! <url> no idea where you fond that but it is . very good .,0.2289380249,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,4,0.2105,2,0.1053,0,0,0,0,2,0.1053,0,0,0,0,0,0,0,0,1,indicative,0,0,0,0,0,0,0.78,19,0.7784,19
"what are you doing ? "" h _ _ _ _ n _ * _ he * _ _ _ * _ l _ pe _ wheel hitting the ski slopes wheel",0.2281587865,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,1,0.0323,0,0,0,0,2,0.0645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,indicative,0,0,0,0,0,0,0,17,0,31
"<url> the track i need a dollar by aloe blacc on spotify yeah , but when is it available in ireland ? soon , the revolution is coming",0.220841817,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,2,0.0741,2,0.0741,0,0,0,0,2,0.0741,1,0.037,3,0.1111,0,0,0,0,1,imperative,0,0,0,0,0,0,0.4,25,0.1531,27
<heart> new camo kobes ! iwantthem why dont you get a camo face cover first ? realtalk . i hate you shelby thats alright . shelby might be a old ladys name but i have a neice named brooks . shes really cute all brooks are cute hahahahahahaha with one exception .,0.2193081529,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,1,0.0208,1,0.0208,1,0.0208,7,0.1458,1,0.0208,1,0.0208,1,0.0208,0,0,1,0.0208,1,0.0208,0,0,0.1786,imperative,0,0,0,0,0,0,0.648,40,0.8527,48
"si dejamos solos a los honestos , a su suerte , a merced de la jauria de perros rabiosos , el poco sentido de responsabilidad perecera . exactly how meditation advantages the circulatory product <url> marvelous site",0.2192719454,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,1,0.0286,0,0,1,0.0286,0,0,1,0.0286,0,0,0,0,0,0,0,0,1,indicative,0,0,0,0,0,0,0.625,31,0.7506,35
"my lovely <number> i 'm asking u , why you ask me back lol but i don 't know if i 'm free or not so let 's check later dear hahahahahahaha okeeey miss you more i 'm on my way home now , i feel fresh after spa with strawberry scrub <heart> <heart> <heart> <heart> <heart> <heart> i will ask u funny questions ok ? . what 's that ? i 'm curious . what the smell of your shampoo ? hahaha lolololol bahahahaha smells like . i don 't know hmm not smells like fruit or plant or hmm i don 't know what about u ? haha xddd my hair smell like mangoes lol ddddddddddd what is yr fav color ? that 's good <heart> pink , purple , black , & white . but the most is pink & you ? purple , brown and blue hmm what the book ar you reading now ?",0.2161242788,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,5,0.0323,4,0.0258,1,0.0065,0,0,8,0.0516,1,0.0065,5,0.0323,5,0.0323,0,0,0.4706,indicative,0,0,0,0,0,0,0.4692,87,0.9951,155
i truly think shannon brown can fly ! lol he jumps sooooo high its a good game khole i love your whole family cant get enough of the k family,0.2113760173,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0.0345,0,0,1,0.0345,2,0.069,0,0,1,0.0345,0,0,0,0,1,0.0345,0,0,0,0,0.3125,indicative,0,0,0,0,0,0,0.58,27,0.92,29
"pricey or not , how cool does this look ? ! <url> i really like the music by starlight picture , what can you make that into ? magnet ? my family likes magnets lol <url> can you make the make mine chocolate a magnet too ? i sure can ! but not until probably tomorrow . and the bunny nurse a magnet too , and tomorrow is fine ! how much of proceeds do you get ? i get about $ . <number> off of them , which is pretty decent considering i don 't have to make them myself .",0.2096795867,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,2,0.0217,0,0,7,0.0761,8,0.087,6,0.0652,0,0,7,0.0761,0,0,8,0.087,3,0.0326,0,0,0.225,indicative,0,0,0,0,0,0,0.6007,63,0.9217,92
if the dumbest person in country a is smarter than everyone in b . if that person goes from a - & gt b you increase the ave iq of both countries . why stop there ? just keep moving the dumbest person from a to b .,0.177510516,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2,0.0455,1,0.0227,1,0.0227,0,0,2,0.0455,2,0.0455,7,0.1591,2,0.0455,0,0,0.75,indicative,0,0,0,0,0,0,0,32,-0.34,44
"kiss me , massage me , rub me , lick me , eat me , tongue me , fuck me , make me cum . twitterafterdark that was the greatest twitterafterdark tweet ever !",0.1616231694,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,1,0.04,1,0.04,1,0.04,1,0.04,0,0,0,0,0,0,0,0,0,0,1,imperative,0,0,0,0,0,0,0.8,17,0.5848,25
"it 's a proofing party thanks to ! good times . - well , that was a short proofing party ! thank you ! looks fan - freakin - tastic !",0.1607465625,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1,0.0417,1,0.0417,0,0,0,0,0,0,0,0,1,0.0417,0,0,0,0,0.75,indicative,0,0,0,0,0,0,0.3667,19,0.9536,24
r - t if you want me to to follow you next . mention me wizfollowmenext for a follow . why aren 't you following me . wizfollowmenext,0.1481612799,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,1,0.04,2,0.08,3,0.12,1,0.04,0,0,0.0833,indicative,0,0,0,0,0,0,0.05,18,0.0772,25
rt you should be used to men staring at you by now lol lmao no not really that 's the price you pay when you 're pretty lol,0.1480270285,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,3,0.1111,2,0.0741,1,0.037,0,0,1,0.037,1,0.037,3,0.1111,1,0.037,0,0,0.0417,imperative,0,0,0,0,0,0,0.72,23,0.8779,27
this going in for life by drake is one smooth as song broo im bout to download comeback season right now and tht room for improvement thts when drizzy was legit u aint got that smh that when drake was on his takeover shit its just like so far gone,0.1469406663,0,0,0,0,0,0,0,0,0,0,16.9,0,0,0,0,1,0.02,0,0,5,0.1,5,0.1,0,0,0,0,5,0.1,0,0,7,0.14,0,0,0,0,0.75,indicative,0,0,0,0,0,0,0.7089,45,0.4333,50
this morning needs coffee <url> what the hell is this teasing ?,0.1466077065,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,1,0.0769,0,0,0,0,0,0,1,0.0769,0,0,0,0,0,0,1,indicative,0,0,0,0,0,0,0,12,-0.7096,13
"<url> & lt & lt please sign , will give you a shoutout and loveee you forever ' & lt <number> haha u already love me forever i 'm too smexy to forget d haha howls u ? lol okay , you ' xxx and yes you are too smexy lol ' xx haha not just me we are both to smexy for the world , i 'm good ! ! ! soo pickles ate gonna take ova the world ha ? loli thought you were the one who was always very random ' xxx what ya mean imma save the world with my super ninja spy skills that only random people can have , then imma eat peanut butter ! !",0.1379893716,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,2,0.0179,5,0.0446,7,0.0625,0,0,3,0.0268,3,0.0268,0,0,4,0.0357,0,0,0,0,0.4833,conditional,0,0,0,0,0,0,0.5772,80,0.9889,112
new pic ! do you like it ? s <url> <url> - gorgeousss . thanks d you are . on the inside and out . gorgeous,0.1301141309,0,0,0,0,0,0,0,0,0,0,-0.7,0,0,0,0,0,0,0,0,0,0,2,0.0833,0,0,0,0,1,0.0417,0,0,3,0.125,0,0,0,0,0.75,indicative,0,0,0,0,0,0,0.5182,20,0.8655,24
i was so off this am ! couldn 't keep up w ur wit so thought i 'd sit out ! i 'm coming back strong tomorrow ! you always have plenty of game . chat with you tomorrow and have a great tuesday .,0.1250724707,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,3,0.075,4,0.1,0,0,1,0.025,3,0.075,0,0,5,0.125,0,0,0,0,0.75,conditional,0,0,0,0,0,0,0.4708,34,0.851,40
"this is nme ? no , it 's the q awards . fuck off you cunt ! who do you think you are ? the crazy psycho girlfriend just take it easy . take it easy . it could have been bigger this is matthew bellamy pissed up . i love nme ! i want more . what the fuck is going on ? like what 's happening ? there 's something in the sky . just hanging out we ended up getting the edge instead . he was better than a ufo lets be honest . now i am listening to muse i can not concentrate more on lines from the interview sorry haha . that 's alright . i 'm putting the interview on my iphone right now . lol . lol . i will download it tomorrow too . i have to show it to a friend lol",0.1194941335,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,1,0.0079,1,0.0079,7,0.0556,14,0.1111,0,0,0,0,0,0,2,0.0159,13,0.1032,0,0,0,0,0.2976,conditional,0,0,0,0,0,0,0.659,86,0.928,126
"blu & exile "" dancing in the rain "" nowplaying aye help me pic some braids homie look at the pics an choose",0.1172248866,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.087,1,0.0435,0,0,0.65,imperative,0,0,0,0,0,0,0,21,0.4019,23
i 'm watching make - up tutorials on youtube . i reallyyyy wanna learn how to wear make - up ! ! ! o wow i knew u would come around one day lmfao yeah i know . but i want a natural look doe ! ! ! nothing to much !,0.1139077973,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,2,0.0455,1,0.0227,3,0.0682,0,0,2,0.0455,2,0.0455,6,0.1364,0,0,0,0,0.2115,conditional,0,0,0,0,0,0,0.5333,36,0.8784,44
"taking your bra off at the end of the day , is a feeling that never gets old . guys , the same for you when you take your boxers off or w e . it truely is the best thing eva lol x",0.1135934298,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,1,0.025,1,0.025,2,0.05,0,0,1,0.025,2,0.05,0,0,5,0.125,1,0.025,0,0,0.25,indicative,0,0,0,0,0,0,0.395,33,0.8176,40
sorry you don 't get to see me today . maybe you should come to the other church ! nooo . you should be at mine . you live right beside it !,0.1132704634,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,1,0.0357,3,0.1071,0,0,0,0,0,0,2,0.0714,4,0.1429,1,0.0357,0,0,0.35,imperative,0,0,0,0,0,0,0.6027,23,-0.2225,28
"my room is the coldest in the house ! i 'm in this hoe freezing ndshit . under the covers ndshit . goose bumps ndshit . curled up ndshit don 't need a towel we could dry off under covers n 'shit lmaooo lmaoo ! oh hi bestfriend , there you are o _ o & lt <number> shhh bestfriend . question ! why haven 't we had epic bbm convos lately ? tonight at <number> ? my people call your people ? d lol lmao idk . but yeahhh i 'm up for it & lt <number> kk good you know why * tev voice * "" i want some pussy rawr "" lmfaooo ras .",0.1116217482,0,0,0,0,1,0.0091,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0.0182,4,0.0364,2,0.0182,0,0,1,0.0091,3,0.0273,9,0.0818,1,0.0091,0,0,0.3167,conditional,0,0,0,0,0,0,0.6714,80,0.8914,110
"i got your message on plancast , i 'll be in palo alto mar <number> and sfo on mar <number> , i have some time those days . cool . what 's a good way to get in touch with you ? -",0.1111411814,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,2,0.0488,0,0,0,0,1,0.0244,0,0,6,0.1463,1,0.0244,0,0,0.65,indicative,0,0,0,0,0,0,0.625,33,0.6369,41
"you lot are lovely - the only insult we 've had has been from - yer all getting sweets at the next gig x the same mandolin that is in your profile pic obviously covering the fact you have no "" package "" ?",0.1103089419,0,0,0,0,1,0.0233,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0.0233,6,0.1395,0,0,2,0.0465,0,0,0,0,3,0.0698,1,0.0233,0,0,0.8438,indicative,0,0,0,0,0,0,0.475,37,0.3612,43
someone help me chose a song for cypress idol what kind of music do you usually sing ?,0.1100863375,0,0,0,0,0,0,1,0.0588,0,0,6.4,0,0,0,0,0,0,0,0,1,0.0588,1,0.0588,0,0,0,0,0,0,0,0,2,0.1176,1,0.0588,0,0,0.5,indicative,0,0,0,0,0,0,0.575,17,0.4019,17
no ! rated r rt keep it pg - <number> ladiesssssssssssssssss ! ook ok swag ! ! . i respect it ! ! ! ! ! ! ! ! ! lol,0.1054621512,0,0,0,0,0,0,0,0,0,0,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,imperative,0,0,0,0,0,0,0.6,18,0.7946,19
"wonder what a clean car looks like . let 's find out arvada car wash <url> oh i posted up a pic of my clean ride that i cleaned on saturday - hubby cleaned her again today ! she 's black , dirt shows .",0.1003094374,0,0,0,0,0,0,0,0,1,0.0244,2.5,0,0,0,0,2,0.0488,0,0,1,0.0244,1,0.0244,0,0,0,0,0,0,0,0,4,0.0976,1,0.0244,0,0,0.5833,indicative,0,0,0,0,0,0,0.6111,36,0.6996,41
thank you arlitfest for being so welcoming . who knew downtown little rock was so beautiful ? loved it ! thank you so much for coming - last week concert - this week - life is good ! & my kids love you too,0.0957796703,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,4,0.1,3,0.075,0,0,0,0,3,0.075,0,0,2,0.05,0,0,0,0,0.6071,indicative,0,0,0,0,0,0,0.5381,31,0.979,40
we got a new girl at work . she look like nicki from da bacc . i 'ma go introduce myself on break . man don 't be greedy put me on da phone so i can introduce myself . aye dude name zach said he having s party april <number> u down ?,0.0870086275,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,2,0.04,0,0,1,0.02,3,0.06,0,0,0,0,1,0.02,0,0,5,0.1,0,0,0,0,0.3056,indicative,0,0,0,0,0,0,0.3717,45,0.4404,50
"bugger - often the ' tt ' changes to ' ss ' . and ' corax ' crow . we have a lot of crows around here also ravens but more north , in canada . crows are very cool birds . oh yes . we tend to only get ravens in the north , but we have all the others even some jays drop in now and then . we had scrub jays in california blue jays here , with the little topknot . in cal i had one that would take peanuts from my fingers !",0.0843043986,0,0,0,0,0,0,0,0,0,0,2.9,1,0.0123,0,0,0,0,0,0,9,0.1111,6,0.0741,1,0.0123,1,0.0123,6,0.0741,1,0.0123,11,0.1358,3,0.037,0,0,0.25,conditional,0,0,0,0,0,0,0.589,60,0.6789,81
"literally proudof1d and proudofaiden that is all . alright laaaaaa , what goes muahaha . miss yoo girly x just chillin haaa ! i miss ya too , haven 't saw you in ages o . x inooo . gerl yer wna see me tan from today . woooo ! sunbathin n tha haha shoulda went the beach & lt <number> i 'm still paler than a ghosttt - sly on ma life ! ! and aw i went the beach yesterday gurlll & lt <number> ahh hahah goin sevy park tomorrow i thinks to tan up more pahahha ! how fabs this sun beeeeen & lt <number> i know i was chillin in mee back garden before ! ah it 's properr fab and i 'm going to town tomorra ' . & lt <number> goooood p did yea go freshies yesterday . shhhhwag at miss bates on the beach haaaa !",0.0606150805,0,0,0,0,1,0.007,0,0,0,0,1.7,0,0,0,0,0,0,0,0,5,0.035,3,0.021,1,0.007,1,0.007,4,0.028,0,0,11,0.0769,0,0,0,0,0.6944,imperative,0,0,0,0,0,0,0.2667,105,0.7482,143
"sir , how do ? how 's the new abode treating you ? it 's just divine - my little haven . how are things in the land of gouda ? i want a heaven ! great thanks - getting stuck into a new job - i 'm a cheese maker ! i 'm not really , but would be pretty cool !",0.0521224429,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,5,0.0962,4,0.0769,3,0.0577,0,0,4,0.0769,2,0.0385,3,0.0577,1,0.0192,0,0,-0.0385,imperative,0,0,0,0,0,0,0.5261,41,0.9321,52
johnny flynn . i did a film with him . just saying . fo ' real ? elaborate . back in like <number> i did a film called crusade in jeans . johnny was the main character ',0.0441568966,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,1,0.0313,0,0,2,0.0625,3,0.0938,0,0,0,0,0,0,0,0,3,0.0938,0,0,0,0,0.4167,indicative,0,0,0,0,0,0,0.4444,26,0.3612,32
"i know you don 't really care , but i finished our poultry - opolis today , over time and over budget . getting ducks ne <url> i care . have you ever seen the chicken coop that i built with my own hands ? only thing i 've ever built",0.033316752,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0.0833,1,0.0208,0,0,2,0.0417,2,0.0417,0,0,3,0.0625,0,0,0,0,0.6136,indicative,0,0,0,0,0,0,0.7875,39,0.7897,48
again in honour of bht2011 some fabulous horsey tweeps thanks sarah ! still feel like crap and dear c was a total tart today . but did u proud in the retail stakes !,0.0322555662,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2,0.0645,2,0.0645,0,0,1,0.0323,2,0.0645,0,0,3,0.0968,1,0.0323,0,0,0.25,indicative,0,0,0,0,0,0,0.75,30,0.8997,31
"awsome ice to <number> dreams last night . but how was i let down by a snapped chain . in a dream ? ? flatlandin in a shop lastnights dream new trix , no snapped chain though , yir chain let ya know it was a dream ? yeh man , went to pedal up for another go and it snapped . a dream by it 's nature should have let me pull it even without a chain",0.0237612848,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,3,0.0429,7,0.1,1,0.0143,0,0,4,0.0571,1,0.0143,10,0.1429,0,0,0,0,0.4167,conditional,0,0,0,0,0,0,0.27,48,0.822,70
"not about foul language but about "" slurs "" ! ! ! u better tell katt williams to stop using the n word and see what he tells u  two types use the n - word , racists and the authentic , genuine , unmitigated , confirmed hope to die fools . no exceptions ! none !",0.0216515815,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,1,0.0213,1,0.0213,2,0.0426,0,0,2,0.0426,0,0,3,0.0638,1,0.0213,4,0.0851,1,0.0213,0,0,0.75,indicative,0,0,0,0,0,0,0.6875,38,-0.9379,47
puhleazeeeeeee ! ur my inspiration ! rt & lt & lt & lt my inspiration for a nice body ! i wanna come thru ur spot on saturday where will you be ?,0.0087940015,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,1,0.0333,2,0.0667,0,0,0,0,0,0,0,0,3,0.1,0,0,0,0,0.5,indicative,0,0,0,0,0,0,1,23,0.8879,30
"can i ask u for a big favor ? ? - sure , what 's up ? hurt my knee , i 'm in pain lying in bed , but i 'm so horny , any love <number> me ? can u make me cum in anyway ? ? that will be so hot",-0.0036363647,0,0,0,0,0,0,0,0,0,0,-0.7,0,0,0,0,0,0,0,0,2,0.0444,4,0.0889,1,0.0222,0,0,3,0.0667,0,0,5,0.1111,1,0.0222,0,0,0.3864,conditional,0,0,0,0,0,0,0.6097,36,0.7274,45
mozzarella sticks and ice cream fat dude like <number> more i 'm so proud of you ! you better mention me in your thousandth no oh . i was going to mention you in my <number> th suckstosuck i helped you though !,-0.0051973324,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,1,0.0227,2,0.0455,1,0.0227,0,0,0,0,3,0.0682,0,0,4,0.0909,0,0,0,0,0.25,indicative,0,0,0,0,0,0,0.6667,34,0.8444,44
"using multiple technologies can make you feel lonelier <url> - the other day i was twitter 'n ppl i was on xbox with , hmm . yeah , that was a blast , actually . i love when we have our huge twitter gamer league chats . cc helps rookies that have broken flat mic 's too . plus sync 'n who can play to who talks about it lol also , not a rookie . just wasn 't playing well that night <heart> except that one round . that one round then you left - lol . stepped out at the top",-0.0089115505,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,1,0.0105,7,0.0737,7,0.0737,2,0.0211,0,0,4,0.0421,0,0,8,0.0842,0,0,0,0,0.3088,conditional,0,0,0,0,0,0,0.425,73,0.9477,95
wtf . what 's wrong ? are you okay ? i 'm okay just kinda frustrated . will explain later !,-0.0251768069,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1,0.0667,2,0.1333,0,0,0,0,0,0,0,0,0,0,1,0.0667,0,0,1,indicative,0,0,0,0,0,0,0.5167,14,-0.8342,15
"doesnt matter , whatever the situation i can never win . ughh you 're a winner in my eyes . aww thanks girl . you da bestest ! i gotta see you and jen again asappp !",-0.0305753259,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,1,0.0313,1,0.0313,2,0.0625,0,0,1,0.0313,1,0.0313,0,0,1,0.0313,0,0,0,0,0.25,indicative,0,0,0,0,0,0,0.3,29,0.6295,32
"no andy she lies & gt d rt nooo ! this is part of her plot to get revenge on me rt and what 's wrong with that ? ? do notttt p hehehe aiiighhht fine , i agree with kelsey here , revenge is bad , and she doesnt lie . but you should still help me ! d",-0.0350059689,0,0,0,0,1,0.0196,0,0,0,0,0.9,0,0,0,0,3,0.0588,0,0,2,0.0392,5,0.098,0,0,0,0,3,0.0588,1,0.0196,5,0.098,0,0,0,0,0.25,conditional,0,0,0,0,0,0,0.6889,43,-0.5986,51
"nice , new laptop from work , getting bsod every <number> minutes , need my laptop ! ! ! some people are always lucky . time for a new laptop or a new job - geloofmje toch niet mart , heb die laptop net <number> dagen . en nog al wat deadlines - wat is er mis met een ouderwetse pen en papier aanpak . versturen via postduif of rooksignalen . i don 't see the problem",-0.0367490838,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,2,0.0286,0,0,2,0.0286,1,0.0143,1,0.0143,3,0.0429,3,0.0429,1,0.0143,0.6875,indicative,0,0,0,0,0,0,0.5328,58,-0.7249,70
pssst <url> workin ' the floppy hair !,-0.0417122,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,indicative,0,0,0,0,0,0,0,8,0,8
"rt mustard is the worst . yuck ! its good on a ham sandwich , or rally 's burger eww that 's what i had it on . felt like i was gonna be sick smh lol",-0.043840914,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,4,0.125,0,0,0,0,1,0.0313,0,0,2,0.0625,1,0.0313,0,0,1,indicative,0,0,0,0,0,0,0.7893,30,-0.4199,32
