sentence	bias_score	assertive_verb_count	assertive_verb_prop	bias_count	bias_prop	coherence_marker_count	coherence_marker_prop	degree_modifier_count	degree_modifier_prop	factive_verb_count	factive_verb_prop	flesch-kincaid_grade_level	hedge_word_count	hedge_word_prop	implicative_verb_count	implicative_verb_prop	liwc_3rd_person_pronoum_count	liwc_3rd_person_pronoun_prop	liwc_achievement_word_count	liwc_achievement_word_prop	liwc_adverb_count	liwc_adverb_prop	liwc_auxiliary_verb_count	liwc_auxiliary_verb_prop	liwc_causation_word_count	liwc_causation_word_prop	liwc_certainty_word_count	liwc_certainty_word_prop	liwc_conjunction_count	liwc_conjunction_prop	liwc_discrepency_word_count	liwc_discrepency_word_prop	liwc_preposition_count	liwc_preposition_prop	liwc_tentative_word_count	liwc_tentative_word_prop	liwc_work_word_count	liwc_work_word_prop	modality	mood	opinion_count	opinion_prop	subjective_strong_count	subjective_strong_prop	subjective_weak_count	subjective_weak_prop	subjectivity_score	unique_word_count	vader_composite_sentiment	word_count
home applet ? it 's a shortcut to your home dir but on the panel . i think it 's eliminated a good deal of my minimizing . i think the current daily is no good you'll need to uncomment the sources . list entries for **unknown** hoary hedgehog :-) thanks , good night yes , probabyl after the release , though maybe slightly before hey is type ahead all sorts of hosed for you ?	0.3170561405	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0.0147	2	0.0294	2	0.0294	0	0	1	0.0147	2	0.0294	1	0.0147	10	0.1471	2	0.0294	0	0	0.4583	indicative	0	0	0	0	0	0	0.463	53	0.966	68
they've timed out of the channel but he 's back as imstanding_ ... i just recalled my history really ? i just did apt-cache depends lmms and apt-cache rdepends wine on 12.04 and don't get any hits i'm just looking at http://packages.ubuntu.com/precise/lmms weird ! it shows wine 1.4 -i386 as the 2nd to last dependancy celltech i'm pulling the source in i'll be interested to understand why when once you've had a look celltech llutz ok ... that dependency is for 32-bit systems only ... i'm using 64-bit	0.3169116799	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	2	0.0215	0	0	7	0.0753	5	0.0538	3	0.0323	0	0	6	0.0645	0	0	10	0.1075	2	0.0215	0	0	0.6974	conditional	0	0	0	0	0	0	0.4083	73	0.68	93
"nobody here has **unknown** has a couple packages in "" need more info "" status because they never built on hppa and/or ia64 ... got time to take a peek ? curious ... all of the packages marked ' missing hppa ' i've looked at are either ( 1 ) built successfully long ago , or ( 2 ) not tried debian-only package ( debootstrap ) that i'm about to **unknown** has version 0.2 . 44 ... is 0.2 . 44.1 the right version for me to use for a source **unknown** ? that 's what i'd use thanks , i'm never sure what to do with debian-only version numbers ... it 's really a question of whether or not the previous version was an **unknown** .. to the best of my knowledge , dselect is still the only front-end to package management that gets the handling of all dependency types right . yeah , but if you have binaries in your package , that depend on a shlib , is it **unknown** to make that just a recommends ?"	0.3093094471	0	0	0	0	1	0.006	0	0	0	0	7.2	0	0	0	0	1	0.006	2	0.0119	6	0.0357	10	0.0595	5	0.0298	4	0.0238	6	0.0357	2	0.0119	20	0.119	4	0.0238	0	0	0.5511	indicative	0	0	0	0	0	0	0.5209	104	0.8275	168
"and because python gives mark a woody i'm not sure if we're meant to talk about that publically yet . and i thought we were a "" pants off "" kind of company ... :p you need new glasses mono 1.0 ? dude , that 's going to be a barrel of laughs for totally non-release related reasons during hoary read bryan clark 's entry about networkmanager ? there was an accompanying irc conversation to that one < g > explain ? i guess you could ship the new png in the debian/ directory and copy them over in your rules but debian/ is also part of diff . gz ... you can fix this for the common people , dude ! multiple tarballs in source ! **unknown** , hth , hand , kthxbye < g > everyone else had their macs stolen , so can't really comment that picture of you is a classic which ? the best feature of the new imac is that the old imacs are going to be cheaper ! ooh , can you add that to the wiki ? k . you getting **unknown** **unknown** ? **unknown** -- but for releases i played with an x300 about the time i bought my new laptop , it didn't feel solid at all which series is yours again ? nc8000 ? mmm you have my sympathy i'm trying to *find* the definition i wrote it'd be on glossary i know i wrote one there i'm trying to find the one with mdz 's l33t dot madness that would be a pretty good look for you :p bandwidth bills ? i'm reverting the wifi change  i don't think the bars are the right thing , but they're better than the current one . ooh , that'd be rad not about waiting ? clearly you haven't tried to read a site that 's just made slashdot ? ( i thought someone was going to make a joke about . au bandwidth ... ) especially not if you're using screen )"	0.3063134898	0	0	0	0	0	0	1	0.0031	0	0	4.4	0	0	0	0	2	0.0062	5	0.0155	16	0.0497	23	0.0714	5	0.0155	3	0.0093	11	0.0342	5	0.0155	34	0.1056	4	0.0124	3	0.0093	0.2848	conditional	0	0	0	0	0	0	0.5372	192	0.9799	322
is there truth to that ? what are the advantages of 64-bit ? is it any faster ? ok , thanks guys i will update my 32-bit ubuntu , so i guess i would have to do a clean install for the 64-bit version anyhow then dont install 64bit :p i bought it recently . here in portugal , most eee pc notebook only have 1gb	0.3047137358	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0.0678	9	0.1525	0	0	0	0	2	0.0339	1	0.0169	5	0.0847	4	0.0678	0	0	0.2857	conditional	0	0	0	0	0	0	0.5929	49	0.886	59
is there some way to tell pbbuttonsd ( or whatever would be responsible ) to set the fan to a certain minimum speed ? the fan in this thing is constantly speeding up and slowing down , and it 's very distracting no , the fan stuff on new powerbooks seems to be hardcoded into the kernel , it 's very distressing if it 's using **unknown** or whatever it is , same problem ping ? ? uploading a new **unknown** 2.6 . 8.1 which produces about 3x as many binary packages could you see that it gets the love it needs ? yeah amd64 's still building that 's promising	0.2987148058	0	0	0	0	0	0	0	0	0	0	7.6	0	0	0	0	0	0	0	0	6	0.0619	7	0.0722	1	0.0103	0	0	6	0.0619	4	0.0412	11	0.1134	5	0.0515	0	0	0.1667	conditional	0	0	0	0	0	0	0.4413	72	0.8656	97
hi , i want my icons in ubuntu 12.04 . can anybody tell me where is all the icons are stored ? i want to change them most of them are spread across /usr/share/icons/ and /usr/share/pixmaps/ : there i didn't not find default folder icon .	0.2972982766	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0.0476	0	0	2	0.0476	5	0.119	1	0.0238	1	0.0238	1	0.0238	2	0.0476	4	0.0952	1	0.0238	0	0	0.05	indicative	0	0	0	0	0	0	0.5	36	0.1531	42
is there truth to that ? what are the advantages of 64-bit ? is it any faster ? ok , thanks guys 1 gb memory ? i will update my 32-bit ubuntu , so i guess i would have to do a clean install for the 64-bit version anyhow sure , 1gb . it is a cheap notebook how much gb harddisk ? i bought it recently . here in portugal , most eee pc notebook only have 1gb	0.2964808522	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	5	0.0735	9	0.1324	1	0.0147	0	0	2	0.0294	1	0.0147	5	0.0735	4	0.0588	0	0	0.3438	conditional	0	0	0	0	0	0	0.5488	53	0.9308	68
**unknown** : last three upgrades i've don have been do-release-upgrade with no real problems but i'll be waiting a few days this time i too wait for sometime always . somehow breaking production or developments environments is not a good thing zactly - i have a long weekend this weekend so i'm happy to try it then and watch the forums for a while first to look for issues	0.2914134639	0	0	0	0	1	0.0143	0	0	0	0	13.8	0	0	0	0	0	0	2	0.0286	3	0.0429	5	0.0714	0	0	1	0.0143	6	0.0857	0	0	6	0.0857	3	0.0429	0	0	0.7917	conditional	0	0	0	0	0	0	0.425	57	0.2284	70
oh i am slow :) haha , thought you were in **unknown** damn it ... can you tell the bastard that he should have come on tuesday ? whoa , **unknown** :) choose sounds great doesn't it ? :) does that exist ?	0.289734982	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	1	0.0256	0	0	0	0	7	0.1795	0	0	0	0	0	0	1	0.0256	2	0.0513	0	0	0	0	0.35	indicative	0	0	0	0	0	0	0.7063	32	0.887	39
"thank you for your help . how do you expect us to have a look on a local file on your system ? i described precisely the subject of my concern . so i guess it will be easy for you to view what display image is on my computer just now . or am i wrong ? posting a "" file :/ // "" url is plain useless , thats what i wanted to show you . i do not understand you well . why is **unknown** posting a "" file :/ // "" url is plain useless ""? it might work , if someone has installed linux-source yes . i supposed that readers of this channel have installed the package linux-source . i'd guess , 99% won't because they'll never need it i see . so what do you suggest me to do ? either paste that file to pastebin or look for a website containing it , to use that link the remote host offers a pure-ftpd server . so far i was not yet able to install ssh on the remote host . ~/ . **unknown** ( if you generated a **unknown** ) you could have seen if you read the grey boxes in the "" generating rsa keys "" part carefully seahorse shows for each private/public key pair also a **unknown** key id **unknown** . https://help.ubuntu.com/community/ssh/openssh/keys does not mention the term **unknown** key id **unknown** . how does come the key id into play here ? i can't tell , i don't know seahorse and never used the term "" key-id "" in conjunction with ssh ( only with gpg-keys ) thank you very much for your help . i appreciate it ."	0.2887012745	0	0	0	0	0	0	0	0	0	0	4.4	0	0	0	0	1	0.0037	0	0	13	0.048	25	0.0923	7	0.0258	2	0.0074	13	0.048	6	0.0221	23	0.0849	9	0.0332	1	0.0037	0.4234	conditional	0	0	0	0	0	0	0.6114	147	0.8149	271
ubuntu 's ftp / apt-get servers seem slow :) or is it just me ? thanks . is it just me , or is linux really taking off this year ? kk just excited for ubuntu , considering the lackluster release windows 8 might be for a faster d/l using a bit-torrent , please see here : http://torrent.ubuntu.com:6969/ thanks my pleasure . :-)	0.2832994281	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0.0893	5	0.0893	1	0.0179	0	0	2	0.0357	0	0	3	0.0536	4	0.0714	0	0	0.3438	conditional	0	0	0	0	0	0	0.5357	44	0.9655	56
netbooks circa late 2008 and up tend to be 64 bit do you recommend installing the 64-bit version ? this might help : http://en.wikipedia.org/wiki/list_of_intel_atom_microprocessors#netbook_processors_.28sub-notebook.29 i was told 64-bit applications requires more memory because pointers are 64-bits is there truth to that ? what are the advantages of 64-bit ? is it any faster ? if you're short on memory then you may prefer to use the 32 bit version	0.281820168	0	0	0	0	0	0	0	0	0	0	8.4	1	0.0147	0	0	0	0	0	0	1	0.0147	9	0.1324	2	0.0294	0	0	4	0.0588	1	0.0147	6	0.0882	4	0.0588	0	0	0.2667	conditional	0	0	0	0	0	0	0.4667	55	0.8738	68
hi wondering whether to use 32 or 64 bit how much ram does the pc have ? more than 2gb you might see advantages using the 64-bit installation . definitely use 64-bit then definitely ? because , i've heard that ubuntu recommends 32-bit and also that although 64 adds speed in some ways it is also slower than 32 in others - don't ask me how , i'm not technical , but apparently in a lot of cases it makes no difference . no , we recommend 64 bit and it will usually be faster since the 64-bit cpus have lots more bigger registers than 32-bit so can handle many more calculations without having to access ( slow ) ram well , i run it with 2gb or more and it feels better ... been using 64bit for several years now i recall there used to be issues with getting flash ? and stuff set up on 64-bit , but maybe we're beyond that now now debian and ubuntu have adopted multi-lib we can install the 32-bit libraries to support 32-bit applications on 64-bit without any silly kludges we had before excellent . that 's good to know - reassuring . thank you . :) check the specifications of the manufacturer	0.2808669393	0	0	0	0	0	0	0	0	0	0	9.1	0	0	0	0	0	0	1	0.005	16	0.08	15	0.075	10	0.05	2	0.01	18	0.09	0	0	24	0.12	11	0.055	0	0	0.4151	conditional	0	0	0	0	0	0	0.4882	132	0.9869	200
"very much so i love it :) haven't got this buzz with gnome for ages ) when the buzz wears off ubuntu releases , what are you going to do for your next fix ? mary 's getting "" there was a problem installing the selected software "" eeek ! man , good catch does it work from universe ? thanks :) hmm , which page would be appropriate ? probably desktopseed **unknown** hmm , reading a bit , the instructions under the "" proposed "" heading of **unknown** suggest i should do something slightly different . does that just mean the text there is out of date ? kind of we should be maintaining those on the hoary pages now well , detaching and reattaching screen wfm . hello ( naw , just u-a ) really ? ok :) the **unknown** labels should be turned off by default , if it 's not alrady ... :-) i didn't make , or add , that model :p i bet you'd say that even if you were a school teacher ) :-) where are you atm ? did you **unknown** ? i thought about it :) has the **unknown** aspect of it turned out well ?"	0.2755856278	0	0	0	0	1	0.0053	1	0.0053	0	0	5.2	0	0	0	0	0	0	0	0	15	0.0802	20	0.107	1	0.0053	0	0	6	0.0321	6	0.0321	17	0.0909	5	0.0267	0	0	0.3643	indicative	0	0	0	0	0	0	0.6946	126	0.9815	187
"ok , cds hopefully now sorted with all the udebs at the front in packages file order followed by all the debs in packages file order and the packages files alphabetically sorted by source then package name wonder how long that'll take to rsync ... oooh could you run "" cat **unknown** **unknown** "" for me , please ? ah well , can't have everything fair enough , might be more of an oldworld thing are the latest dailies package sorted ? ( or should i wait before downloading , to avoid rsync hell) ? should be rsync actually seems to deal with the sorting fairly reasonably uuencode is pretty much the standard way to do that , actually that 's unfortunate . : | in which case , what 's our favourite decoder ? uudecode 's in sharutils isn't it ? which packages do you think aptitude -y install **unknown** shouldn't have installed ? it might be a germinate bug . fam and its libs ( which should indeed be installed with the desktop) , but i have other packages providing those yow - i echo elmo 's objections to going to sleep when the lid is closed on ac eek best thing to do with them sometimes :-) choosing what does openssh-server use openssh-client for ? proxy and so on , or ...? **unknown** , **unknown** , couple of other common things was thinking last week - might be cool to have an ssh server with no ssh client i considered that , but decided against it . yo yo did we decide against hdparm in d-i ? i think we decided for it , i just haven't done it yet ... in fact , how about i file a bug so that i remember oh yes , i still get that grub stuff"	0.2722099176	0	0	0	0	3	0.0106	0	0	0	0	7.6	0	0	0	0	1	0.0035	1	0.0035	14	0.0495	29	0.1025	3	0.0106	4	0.0141	13	0.0459	6	0.0212	33	0.1166	11	0.0389	0	0	0.2928	conditional	0	0	0	0	0	0	0.5026	169	0.9522	283
nforce 2 with the nv driver i used my debian 's xf86config-4 nothing in xfree 's logs i wasn't sure , and i wanted to make sure it wasn't a config problem i'll try again later with other drivers yes the screen is all black ( and the monitor doesnt go into power-saving mode ) i then booted in single user mode and disabled gdm please try to start x without gdm ok that can explain . the one you were using before ? how would you feel to do a test for us and debian in one shot ? it is now .. it might be in debian too . that 's why i need your help to test no . don't do that so , with the **unknown** **unknown** from ubuntu , x didn't start in debian goody .. at least we know where the problem is i need you to do a reportbug in debian well you tested the svn trunk version of the driver i was just waiting for you to show up :-) no rush :-) i need you to install **unknown** and run a nice gdb session for that segfault cool just add the info to the bug ...	0.271197855	0	0	0	0	1	0.005	0	0	0	0	6.4	0	0	0	0	0	0	2	0.01	9	0.0448	17	0.0846	5	0.0249	1	0.005	8	0.0398	5	0.0249	27	0.1343	1	0.005	3	0.0149	0.2743	conditional	0	0	0	0	0	0	0.5906	117	0.9211	201
"anyone knows why my stock oneiric exports env var ' **unknown** i mean what is that used for ? i know of $user but not $username . my precise install doesn't export username looks like it used to be exported by lightdm , but the line had the comment "" // **unknown** : is this required ?"" so i guess it isn't surprising it is gone thanks ! how the heck did you figure that out ? https://bugs.launchpad.net/lightdm/+bug/864109/comments/3 nice thanks !"	0.2636240042	0	0	0	0	1	0.0132	0	0	0	0	5.2	0	0	0	0	0	0	0	0	2	0.0263	8	0.1053	4	0.0526	0	0	4	0.0526	0	0	5	0.0658	1	0.0132	1	0.0132	0.5909	indicative	0	0	0	0	0	0	0.5734	59	0.9388	76
"i thought we'd disabled firewire ethernet ? er , yah cheers ' night dude yeah , the hoff is my #1 love  dnb is just a secondary and prog trance a tertiary concern have you seen **unknown** , yet ? ... no ... is 1920x1440 meant to be n-1 ? yeah ( the list is generated from ddcprobe | egrep ' **unknown** ' as its base ) ... unless you have an lcd , in which case 1920x1440 is n because they wrote the ddc code on boxing day ? monitors like that are the reason we use n-1 :p what sort of monitor is it , out of interest ? mitsubishi heh ! 21 "", i presume ? yeah , beacuse discover is a bag of arse you can not have it if you really want to tell x what sort of video card you have :p yah ... it 's doing n-1 no sure , only kidding i need to implement proper option parsing in xresprobe ( there 's another feature stalled on that also ) in order to do that in the meantime , take **unknown** . mp3 as your hold music dude , you just tangoed my monitor no i **unknown** ( what happened ? i assume ' tangoed ' is some form of slang for ' completely rooted ' )"	0.2618053211	0	0	0	0	2	0.01	1	0.005	0	0	6.4	0	0	0	0	1	0.005	0	0	8	0.04	17	0.085	2	0.01	1	0.005	7	0.035	3	0.015	21	0.105	5	0.025	0	0	0.475	conditional	0	0	0	0	0	0	0.6126	131	0.958	200
"about ssh , i've changed server settings and client doesn't know it anymore when i try to connect it returns this message : "" warning : remote host identification has changed "" well , yeah , that 's supposed to happen if your server 's settings changed , just let it trust it again **unknown**"	0.2608470823	0	0	0	0	0	0	0	0	0	0	19.3	0	0	0	0	0	0	1	0.0204	5	0.102	3	0.0612	3	0.0612	0	0	3	0.0612	1	0.0204	3	0.0612	2	0.0408	0	0	0.3438	indicative	0	0	0	0	0	0	0.4	39	0.6369	49
dude ... here it 's just a simple detached signature of release ok , cool . any particular words of wisdom to add if i'm telling folks how to do this ? is apt-ftparchive the cool tool , i've always just used dpkg-scanpackages and **unknown** ... yes , apt-ftparchive is the way to go it can generate release files as well you'll probably want to do a slide on apt-key as well the biggest problem , as usual with these things , is key management yes . what 's the right url for the current archive key to give folks ? what 's this about ? you are pointing at an archive with a release file signed by a key that you haven't told apt to trust well , that ought to be the current debian unstable release file ... installing apt 0.6 . 25 gave me this for a key : so , i gather this means the apt pkg in experimental is actually out of date relative to the current key ... the . gpg doesn't get moved into place if it 's no good aha so , i need to give christian 's key to apt-key then ... bingo . thanks for the help .	0.2586833575	0	0	0	0	2	0.0105	0	0	0	0	6	0	0	0	0	0	0	0	0	12	0.0632	12	0.0632	2	0.0105	1	0.0053	10	0.0526	5	0.0263	28	0.1474	4	0.0211	0	0	0.45	conditional	0	0	0	0	0	0	0.5914	115	0.974	190
apologies , my screen was lagging did you have a support question ? yes just entered ... you read this ? http://www.muktware.com/4161/unity-2d-removed-quantal i did it yesterday lol	0.2582203498	0	0	0	0	0	0	0	0	0	0	7.6	0	0	0	0	0	0	0	0	1	0.04	4	0.16	0	0	0	0	0	0	0	0	0	0	0	0	1	0.04	0.3125	indicative	0	0	0	0	0	0	0.7	23	0.755	25
"hello i need some support , anybody there ? go ahead with your questions . introductions are not expected on irc . i have an hp pavilion ze4600 here and i can't get it to install ubuntu will it boot the livecd ? yes , if it was the approximately 700 mb image . i don't know what livecd is . is that just the 32 bit cd i burned to the disc ? are you on irc on a separate machine ? are you running ubuntu from the disk ? i am on a seperate laptop , and i have the problematic laptop next to me yes i booted from the disk do you hear the disk moving when the purple screen ( boot splash ) comes on ? do you hear it either stop or keep going at the same speed when it starts just staying ? i think it 's stumped . try turning it off , and then when you see the purple screen , press escape . it should hopefully turn into a black background and start giving out lines of text . when it gets stuck again , tell us what the line of text at the bottom of the screen is . are you there ? the 32bit cd is right for your machine if it got you to the splash . you probably want to try ubuntu first . and that menu should have a "" check cd for errors "" option which you should use . not all of the text is important . the text is describing what is happening as the computer starts up . the part that 's important is the last thing done before something went wrong and it hung . tj- what i am going to do is watch the text advance until it stops . i am seeing it stopping and starting many things . this looks normal . yep , and if you're quick , you'll begin to learn a little about all the software that turns arithmetic into a grahical interface ."	0.2574137992	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	4	0.0126	13	0.041	29	0.0915	1	0.0032	2	0.0063	19	0.0599	10	0.0315	33	0.1041	8	0.0252	0	0	0.3771	conditional	0	0	0	0	0	0	0.4778	171	0.7319	317
"hello all . is there a reason why sometimes i see a "" % "" prompt in the command line and others i see a "" # "" prompt ? root vs . unprivileged user # = un privelged and % = root ? ususally the other way round ... bat that depends on your . profile that you stefg or thank you rather !"	0.2567273227	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	2	0.0339	1	0.0169	2	0.0339	1	0.0169	3	0.0508	1	0.0169	2	0.0339	3	0.0508	0	0	0.6136	imperative	0	0	0	0	0	0	0.3875	43	0.4857	59
so probably ... it was to large for php to handle . is it an sql file you're uploading ? why not do it via cli ? in the mean time i managed to perform this loading operation using a command-line command successfully . yes ist is an sql file , produced by mysqldump . if you want to upload it via phpmyadmin , do note that it is not the general php file you should look into but the one used by the apache module , which ( from memory ) usually is set at something like 8mb	0.254519741	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	0	0	3	0.0326	8	0.087	3	0.0326	0	0	3	0.0326	3	0.0326	11	0.1196	3	0.0326	0	0	0.4063	conditional	0	0	0	0	0	0	0.5632	68	0.7724	92
"don't shoot the messenger :) kamion : i don't want to shoot anybody :-) , i just got very , very frightened ... full ack . then we could as well have all people work as root ah , that 's why i'm unable to umount the device on my ibook :-) npmccallum already prepared a version which uses pmount and doesn't need an fstab entry is it possible to include an **unknown** option in the normal nautilus menu ? i don't have a context menu ( because ubuntu doesn't automatically install mouse button emulation ) i don't think so , but i'm sure there is a keyboard shortcut to open the menu do you also happen to know which ? don't bother , if you don't know i can google myself **unknown** so do you see any obstacles for adding the same context menu entry for pmounted devices which don't have a fstab entry ? this will require to use ' pumount /dev/foo ' instead of ' umount **unknown** other changes should not be necessary is it a know **unknown** item that all icons in gnome look only like a white sheet of paper ? read the last irc screen yes , sorry . morning ! do you have some time to help me with adding usb device support to nautilus ? i've never seen the code before , it'll take me a while to find the proper start . do you already know where the changes must be made ? if an usb volume is plugged in , gvm mounts it , but nautilus does not show the **unknown** to umount it again do you know who i can ask about nautilus code ? the word ' fstab ' does not occur in the code ( but for some changelogs and inclusion of < fsta **unknown** > do you instantly know which package contains the "" computer "" menu entries ? i would like to translate them completely the menu one thanks ! **unknown** , did jdub send a mail about this recently ? i look in the archives ... shall i send you the updated po file ? or jdub ? i'm taking care of the german translation of gnome-panel ok i just noticed an error in the english gnome-panel sources : there is no word "" informations "", it 's information . maybe you want to send an updated mail ? or just do a sed -i ' **unknown** just "" information "" "" display informations about ubuntu "", you would remove the "" s "" to information in this string ? okay , i'll followup shall we add a complete po file header or are the translations itself enough ? the translation of the string is enough , i'll just append it to the nn . po files are you sure that 's an utf-8 file ? i've weird chars in utf-8 and iso modes ... i'm looking again at it maybe the **unknown** messed it up . i send it again gzipped does gksudo crash at the end on your box ? at the end of what ? see above . whenever i execute ' gksudo whatever ' i get a segfault at the end just type ' gksudo true ' in a terminal no , doesn't crash the translation is ok this time odd . thanks for trying . unless you want to do that yourself :-) good morning there are still two untranslated items in my computer menu "" about ubuntu "" and "" printing "" iirc "" about ubuntu "" should belong to yesterday 's translation interestingly , the bubble help of about ubuntu is translated the string is in your po file , i'll check for the next upload the "" printing "" string is somewhere in the gnome cups packages ? we really need rosetta , don't we ?"	0.2542469072	0	0	0	0	3	0.0049	0	0	0	0	8.3	0	0	0	0	1	0.0016	2	0.0033	33	0.054	53	0.0867	7	0.0115	7	0.0115	22	0.036	14	0.0229	60	0.0982	11	0.018	1	0.0016	0.4201	indicative	0	0	0	0	0	0	0.5167	267	0.9639	611
"if i want to install ubuntu 12.04 on a ( to be created ) raid1+lvm partition , can the setup create those for me or do i have to do it separately ? if you use the alternate cd installer you can . can't with the livecd *unless* you do it manually ok . what about the "" server "" iso then ? can it do that too ? yes , it 's the main user of those facilities"	0.2514472638	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	2	0.0278	9	0.125	1	0.0139	0	0	4	0.0556	3	0.0417	8	0.1111	3	0.0417	0	0	0.1786	conditional	0	0	0	0	0	0	0.2778	52	0.8334	72
any ideas on how lts will be released ? already is we are talking 12.04 not 10.04	0.249213271	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	1	0.0625	4	0.25	1	0.0625	0	0	1	0.0625	0	0	1	0.0625	1	0.0625	0	0	0.75	conditional	0	0	0	0	0	0	0	16	0.3818	16
"when i mount my usb drive -- i get a permission denied but i can easily see the files if i boot via live cd any ideas on how i could mount the drive ? i want to mount it in 12.04 the file permissions of the ext3 file-system are likely preventing you thanks , any idea on options to fix ? check whether the device has mounted correctly . if there 's a file-system error it won't mount . at a terminal first look for it by listing the mounts using "" mount "" if it doesn't show up there , then check the /var/log/kern . log file using "" log file viewer "" looking for problems after plugging in the usb device are you sure it 's /sdc ... and not /sdc1 ? ... sdc implies the entire drive is a file-system with not paritition table and is that mounting successfully ? can you pastebin the output of "" sudo fdisk -l /dev/sdc "" ? you can "" sudo apt-get install pastebinit "" then do "" sudo fdisk -l | pastebinit "" what partition type is sdc2 ? i said partion type ... not file-system fdisk will show you the type i think the gpt is why it 's having a problem so fdisk is showing type ' ee ' ? that 's what i wanted , thanks ok , well da == non-fs data which i think comes from the gpt in sdc1 so am i screwed ? can you use something like "" mount -t xfs /dev/sdc2 **unknown** "" ?"	0.2440616706	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	1	0.0041	7	0.0287	18	0.0738	5	0.0205	0	0	13	0.0533	6	0.0246	17	0.0697	5	0.0205	0	0	0.4545	indicative	0	0	0	0	0	0	0.6028	138	0.8932	244
hi . i want to install ubuntu on 5 pcs and i need to do it **unknown** . i don't want to burn **unknown** . how could i do that ? netboot install do i need a server ? and can i preconfigure the ubuntu ? so it will install the same config on all ?	0.2438206851	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	2	0.04	7	0.14	1	0.02	1	0.02	4	0.08	5	0.1	5	0.1	0	0	0	0	0.2059	indicative	0	0	0	0	0	0	0.4417	30	0.3736	50
we'll do sent speaking of postgresql ... if i have a file consisting of columnar data and want to stuff it into postgress , can i tell it to take fields from columns 41-80 of the file , or do i have to write something to process the data into sql insert commands ? afaik , postgresql 's **unknown** command cannot process specific character columns you can only give a column separator ( space , comma , tab , whatever ) that 's still a help , just requires me to do a simple convert . yes , cut does that quite nicely , should be easy good night ! ' i'm taking breakfast now :-) i love time zones ... thank your local railroad , then let me know what you want me doing . thanks , i will write a mail on ubuntu don't tell me there isn't! still here ? waking up at 0530 these days means going to bed a bit earlier ... no problem :-) good morning ! what on earth are you doing right after midnight ? actually i wanted to ask you about postgresql 7.4 . **unknown** . according to the logs it built correctly on m68k , but the package did not go to the archive  so it cannot migrate to sarge you gonna fix sudo back , or do i get the privilege ? :-) what do you mean ? the timeout ? since i have to go in about five minutes , i would appreciate if you could do that ... hi ! may i bother you with a debian buildd issue ? postgresql 7.4 . **unknown** was built on m68k some days ago , according to the build logs . but the pts still says its out of date on m68k and it isn't in the archive 7.4 . **unknown** has critical bugfixes that need to go into sarge asap thanks , will do ahem - no , sid also has 7.4 . **unknown** will be shortly if i'm not already i just did an update and so far only mdz was cc'ed subscribed ( to everything warty :-) thanks ! ( i confined it to *security* btw )	0.2431363496	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	17	0.0494	37	0.1076	1	0.0029	0	0	14	0.0407	10	0.0291	38	0.1105	8	0.0233	0	0	0.3654	conditional	0	0	0	0	0	0	0.588	189	0.9803	344
"so how does laptop-detect work ? with some nasty sed and grep get off the train , walk to taxi , say "" the oxford hotel "" sounds easy . oxford only has one station i presume yep the big signs saying canonical will probably be a clue :-) i might call you when i get there to find someone i know :) that 's a feature learn to count :-) shame about it 's author the **unknown** frenchman you mean ? i just package it actually , there is probably still **unknown** in it i'm still waiting for the patch pffft thought i've nearly got quality sorted ! cool :-) hrm , care to file a bug to remove ephy web bookmarks for us , too ? does it work correctly in debian ? do you not get any events at all when you plug it in post boot ? dude , its 11 and you've just had breakfast . get up earlier you slacker i've been up since 8 :-) **unknown** . per-user apache daemons ... heh , nice preforking with no modules loaded , 2m is about right jdub hates if your install isn't recent , you need to add ' restricted ' to your apt sources thanks fool , you should have got some sleep yay :-) ooh , lovely"	0.2408645793	0	0	0	0	0	0	0	0	0	0	6.4	0	0	0	0	0	0	0	0	18	0.0857	14	0.0667	2	0.0095	1	0.0048	7	0.0333	3	0.0143	21	0.1	8	0.0381	0	0	0.4048	conditional	0	0	0	0	0	0	0.7003	143	0.9604	210
