sentences,bias,subjectivity,vader,flesch-kincaid
these plant fibers are loaded with hormones! what kind of hormones?,-0.0417122,0.9,0.0,5.2
if i'm right this happened before the krueger murders in springwood.  that means that jason might've been krueger's first victim. except this victim got away. i wonder if --,0.34918650775,0.2423,-0.802,3.7
god!  and why didn't you come tonight? we all had a terrific time.  i really think you would have enjoyed yourself. i'm going through a period of my life where i just can't be around people.  i didn't want to wind up abusing anyone. you're not going to abuse them. they're all so sweet. lee...  you are the only person i can be with...who i really look forward to being with.,0.21370225821,0.625,0.9153,2.5
maybe we should do some exercise. this is all the exercise i need...,1.06494897621,0.0,0.0,4.5
what is this? a brain. extremities. this was not taken from a grave. what does it matter? she'll live again. you'll make her. no. i draw the line.,0.42607004936,0.5,0.1139,0.1
now listen annhe can't possibly get in without our seeing him. i'm watching the side door and the colonel's out front so stop worrying. thank you.,-0.35349414373,1.0,-0.4178,3.6
i'm a literary agent and i feel like a fool calling you but i think one of my clients paul sheldon might be in some kind of trouble. paul sheldon? you mean paul sheldon the writer? yes. he's your client huh? yes he is.,0.5013601726,0.4719,0.5347,2.9
... your civil rights have been overridden! open it captain! dr. levine please!  return to your seat!,0.01603353118,0.5,0.5374,4.1
take a walk pal. who said i was a lady?,-0.429038075,0.0,0.0,-0.7
are there snakes out here? they hear you comin'.  they won't bother you. just don't sneak up on 'em. doesn't the isolation bother you? yeah but i like the sun.  i grew up on a reservation.  the sun the desert they like a religion to us.  jake's the same way.  he loves the desert.  i guess we're alike that way.  that's about the only way. you love him? no. did you ever? depends on what you call love. i grew up on a reservation. a patch of desert in the middle of nowhere. that's where they stick indians bobby. that's where they leave us to die. my brother killed himself when he was 19 cause he couldn't take it anymore. there's no hope there... jake was my ticket out. mom and me. is that why you're with him? i let him think he was courtin' me but i reeled him in like a fish on a line. i wanted him. i wanted what he could give me and i would've done anything to get him. is that love? i'm guessing no. yeah i guess you're right. i take it things didn't much work out the way you planned. i'm still here aren't i?  see this?,0.78721523282,0.4576,0.9771,0.9
and when lawyers break the law when this society loses respect for the law when that day comes our cherished institutions will be burned to the ground and our children and grandchildren will live like savages. fact. andrew beckett performed at a consistently mediocre level. fact. he made a grievous error on a multi-million dollar lawsuit... fact. he claims he is the victim of lies and deceit. fact. andrew beckett lied to his employers going to great efforts to conceal his disease from them. fact. he was successful in his duplicity. the partners at wyant wheeler did <u>not</u> know andrew beckett had aids when they fired him...,0.38001490146,0.6214,-0.7717,6.8
i'm getting positively haggard. in a couple of years people will be describing me as well preserved. i see out friend larry mitchell is with us again.,0.11676242397,0.5455,0.8271,4.4
well why doesn't become a bomb or something to get me? it can't form complex machines.  guns and explosives have chemicals moving parts.  it doesn't work that way.  but it can form solid metal shapes.,-0.26177390426,0.25,0.5047,2.5
"""i just think like he hates me. i really think he wants to kill me. ok scott no one really wants to """"kill"""" anyone here. they say it but they don't mean it.""",0.71566507407,0.3175,-0.4678,0.5
your raoul? sometimes i want to blow his fucking brains out! omar-- danny i can't fucking wait anymore.  you hear me? now where the fuck's my wife? she's coming omar she's coming--,0.67778711042,0.7333,0.2805,2.1
by the way how's he doing? he's dead. oh ted i'm so sorry to hear that. no it was a good thing.  i mean good in that it was very quick.,-0.02811989791,0.6563,-0.3488,-1.1
what confused us was dr. gonzo's signature on the telegram from los angeles. when we knew he was right here in the hotel. you did the right thing. never try to understand a press message. about half the time we use codes -- especially with dr. gonzo. tell me. when will the doctor be awake? awake? what do you mean?,-0.08467137424,0.6043,-0.4291,2.5
don't hurt me. hurt you you sonofabitch? i could kill you.,-0.10017366092,0.0,-0.0382,-1.4
what did i do? panes is not on my team anymore.  i'll have panes if i like.,0.41421008613,0.0,0.3612,0.5
they don't place the same value on life that we do spock - you know that... take my word: she didn't shed one bloody tear... that's hardly conclusive mr. scott as klingons have no tear ducts.,0.32289065675,0.5222,0.383,1.7
i have to find a birthday present for frances. perhaps you can help me? frances? my fiance.,-0.03850194393,0.0,0.4696,1.7
ms. vin's sister. i have to talk to your brother. the hell you do. at this hour?,-0.27842683656,0.0,-0.6808,-1.8
bub-ut baby do you know that i love you too? no lester. do you know that? yeah. this is the best thing i can do for my life right now. that's right.,0.10389043089,0.4929,0.8677,0.1
kiss my ass. well.,-0.39332921311,0.0,0.1027,-3.4
you bastards! what did you do to him!?,0.76652184706,0.0,-0.6792,-0.7
we've found it at every event site we've been to lately. you mean this stuff actually feeds on 'bad vibes'?,-0.42393322711,0.5135,-0.5423,4.8
jesus.  valentin.  what did you do to your face? it was me.,-0.0417122,0.0,0.0,-0.3
it went well tonight. frank works hard. and you don't? he leads i follow. is that the way it is? pretty much. he mentioned you had a girl for a while.  a singer. for a while.  she left. yes well it's probably best. no sense bringing someone else in. i suppose.,1.04093455169,0.4083,0.9013,0.5
he's gonna live? yeah.  thanks to you. and hank.  i know you weren't really trying to hit him.,0.87835407618,0.3,0.6249,-0.3
...anyway we got some time now. but we gotta be smart. ray-- abby never point a gun at anyone unless you're gonna shoot him. and when you shoot him you better make sure he's dead...,0.92447783818,0.6079,0.772,2.9
go-go-go-go-go!!!! he's right behind us!,1.62931558,0.6179,0.0,7.6
are you getting out much? no. following the game at all? no. no. me neither.,-0.29028343043,0.25,-0.7149,2.5
what happened? is it over? i'm taking you home. you're not well. no no. i have to get back. i have -,-0.0585134989,0.0,0.323,0.5
you don't find that repugnant? just the way the world works.  look as far as tweakers go you aren't a bad guy.  you never hurt anyone but yourself as far as i know. tell that to bobby ... and his wife and kid. bobby laid his own tracks.  he could have gone quietly but he played the hard-ass con till the end. and as far as i'm concerned he wife and kid are a hell of a lot better off without him.  now take the money.,0.49269156889,0.7857,0.332,0.5
uh yeah... gimme a tab. what? a tab.,-0.170820825,0.0,0.0,-0.7
my name's edwards...i'm looking for my niece...she was in that camp when you attacked... well...i know there were some captives recovered...,0.14308357147,0.0,0.0,5.2
shouldn't we have buzzed him to let him know -- half the time he don't answer even if he's home.  know why?  'cause he don't want no bill collectors to find him.  i don't mean to be judgmental but he's a scumbag. he don't have no friends.  who's gonna like a creep like laplante? i was doin' him a favor on the tv outta kindness and he screwed me. you know what color skin you get on my set miss gayley?  purple! that's what color skin you got on the tee vee laplante sells me!,0.81753200509,0.4271,0.3628,1.7
one-forty-eighth of a second.  that's how long it's up there. no one really knows that they've seen it. but they did. a nice big cock. only a hummingbird could have caught tyler at work.,0.45968260768,0.45,0.4215,1.7
i don't mind waiting. well there's a lot of boring stuff to do. lists of people we have to write to. find mama's relatives addresses in italy -- stuff like that. well i can help. i said no!,-0.38710291268,1.0,-0.3004,2.1
this is halden. halden how nice to hear your voice. what do you want? i have found in life that what one wants isn't nearly as important as what one needs. what do you need? i need to take back what's mine.,0.4547716148,0.525,0.4344,1.3
so why are you asking me? i like talking about it.  at least to you.,0.08387729284,0.4,0.3612,0.5
a sweetheart or a pretty little wife is papageno's wish. a willing billing lovey dovey would be my most tasty little dish. be my most tasty little dish! be my most tasty little dish! then that would be eating and drinking i'd live like a prince without thinking. the wisdom of old would be mine - a woman's much better than wine! then that would be eating and drinking! the wisdom of old would be mine - a woman's much better than wine. she's much better than wine! she's much better than wine! a sweetheart or a pretty little wife is papageno's wish. a willing billing lovey dovey would be my most tasty little dish. i need to net one birdie only and i will stop feeling so lonely. but if she won't fly to my aid then into a ghost i must fade. i need to net one birdie only but if she won't fly to my aid then into a ghost i must fade.  to a ghost i must fade! to a ghost i must fade! a sweetheart or a pretty little wife is papageno's wish. a willing billing lovey dovey would be my most tasty little dish. at present the girls only peck me. their cruelty surely will wreck me. but one little beak in my own and i'll up to heaven be flown! at present the girls only peck me. but one little beak in my own and i'll up to heaven be flown. up to heaven be flown! up to heaven be flown!,0.78227741025,0.5962,0.9853,2.1
it's gorgeous! am i really gonna have my own room?,-0.07475847668,0.7,0.6476,3.7
you lift off in three hours.  there's one other thing. what's that general? someone else will be going in with you.,-0.170820825,0.4375,0.0,0.5
c'mon man! we think nlr.  we don't know! alonzo only fronted as a broker for our guys to make the meet.  he wasn't deep into the crew.,-0.1623211016,0.7,0.0,-0.3
you're very clever aren't you...? i am only what you are --- what all of you have been.   what do you think of yourself now my love...?,-0.06042479058,0.8667,0.5651,1.7
i'll come to you tonight. no the children sleep with me. give them to refugio. no i don't want to because they yell. and i've got news for you too. then i'll get you in the fields tomorrow ...,0.09592084405,0.0,-0.5606,0.9
in a hurry are we? i was in the middle of a melodramatic exit. it wouldn't really make a statement if i tiptoed out the door...what are you selling? bad news. people pay good money for that? i'm just a messenger.,-0.48093964224,0.3667,-0.3695,2.1
"""i'll never forget the look on that papal commander's face when his """"heretic stronghold"""" turned out to be a rock full of whores climbing all over neuvich. neuvich the clown of the crusades. but then rides up pope pius who calmly brushes the dust from his papal cross climbs off his papal horse draws his papal sword and asks just what the hell is going on.  and what did neuvich dear dear drunken neuvich do? offered the pope one of his whores.""",-0.00307625667,0.4333,-0.7242,6.0
what can we prove? we know marsh had a head cold.   we found cocaine mixed with water in a nasal spray container on the nightstand.  the coke would contract the nasal membrane the same as any decongestant but for a much shorter time.  he'd keep using more and more -- never knowing what he was taking. any prints on the nasal spray?,0.09952310989,0.4292,0.0,3.7
what difference does it make whether he			* was your guy or not?						    * it makes all the difference.					 * why? you're never going to know.				  * yes i will. no you won't. somehow i'll know! you won't remember! when it's done i'll know! it'll be different! i thought so too! i was sure you'd				* remember. but you didn't.					    *,0.26186862586,0.7444,0.5514,0.1
we're losing our favorite teacher. look there's something you should all know.,0.59768806655,1.0,0.1027,5.6
talk.  no tricks no codes no messages.  you haven't found us. it was a fake call. jessie i reached the top of the tower.  so far no sign of anyone.  looks like a phoney call. over.,-0.80066224019,0.8333,-0.7717,0.9
what are you lookin' at? nothing. don't look at me fuck. i shoot when i see the whites of the eyes.  you like me?,-0.66308594746,0.6,-0.5803,-0.3
we'll bear off to port and run down wind. mr. lawford stand by to ease the mainsheet.  rick get on the jib sheet.  george john philip tim and dick go aloft to unstop the forecourse.  george will show you what to do.  tod show your men the forward pinrail and stand ready on the buntlines and clewlines. forecourse first... work upward.,-0.01773790497,0.3741,0.1779,2.5
how come you didn't say anything when you found these things? at the time i thought i got six kids some of 'em want to go to college.  i can't afford to lose my job.  i told myself i was being honorable.  but there's nothing honorable in what i did.  maybe that's why they picked me for the job. maybe they knew what kind of man i was.,0.5112504599,0.9,0.8307,2.1
good morning! what do you mean 'good morning'? do you mean that it is a good morning for you or do you wish me a good morning although it is obvious i'm not having one or do you find that mornings in general are good? all of them altogether. you seem to have gotten yourself into a fine mess!  what happened?,0.39815613372,0.55,0.9487,4.4
why what sir? why do i have to be humiliated in front of my guests by one of my own servants? humiliated? how much provocation am i to endure from you? the more license i allow you the more you take.,-0.60343617157,0.55,-0.5546,3.7
you mind?  i'm trying to eat here. so am i.,0.4798306405,0.0,0.0,-1.8
look at the gaslight. don't tke your eyes off it. you will be drained to the point of death but you must stay alive. do you hear me? yes!,0.23234283321,0.4,0.6177,-1.1
what about it? rosehill avenue. no roses. no hill. and it's certainly not an avenue. why not? you need trees for an avenue. there was talk of planting some when we first came. propaganda. we've been had.,0.00425476219,0.3349,-0.5204,3.7
what the hell was that? an ape? no. it was red. bright red.,-0.2656314508,0.2667,-0.644,-1.4
"""as i said sergeant you nearly ran into <u>me</u>? what's the problem? i'm afraid it's the """"van"""" again. the van? is it your vehicle? no my mother's .. you better stop in .. i'm just here to feed the cat.""",-0.44217332754,0.6,-0.6322,0.5
may i have this dance? sorry i'm all booked up...  come m'dear.,-0.17933309794,1.0,-0.0772,2.1
i'm always on the phone because you never let me see anybody i can't even bring my girlfriends over to the house because they might run into you. you're driving me up the wall lester. you're even jealous of the dogs. i mean i've gotta have somebody i can talk to. i'm not jealous of the dogs.,-0.51979950549,0.6875,-0.7184,4.0
will you mind your own business! hitler!,-0.170820825,1.0,0.0,2.5
here we are! i'm going to leave you two lovebirds in peace. i ... uh ...,0.02257030434,0.0,0.5562,2.5
that's good.  you never would have recognized me huh?  check out the suit! looking good no?  you know i'm the world champion? yes i know. i dove 315 feet! great! they say i'm like lazarus.  you know the guy who was raised from the dead?!,0.34342643637,0.5875,0.9634,-0.7
why don't you tell me about the early years some other time? i'm sorry. you understand i don't mind dying if i could save my daughter. i mean that. yeah now listen.  i can't mess with these shoes any more or it's gonna look funny. you go down get yourself something to drink. make sure godzilla there follows you. what are you going to do?,0.28797765294,0.5795,0.895,2.9
[and as long as we're talking information there's something else as well.] [i should start going for your tits first.],0.05874398594,0.3667,-0.2263,3.7
what are you doing? are you my friend? yes. i am your friend.,-0.13081518461,0.0,0.8577,-2.2
ooops. ooops. can i--uh--help you gentlemen? gentlemen--that's nice. you startled me.,0.05327963124,1.0,0.2732,4.1
i'm an addict. i can't go through a day without the stuff. theo reaches over and pours for him with a steady hand. you're not from around here are you? i'm from akron.,-0.14942399101,0.5,0.5267,0.9
why do you have to be with your opposite why cant similar people be together? because that would be too easy.,-0.39394787268,0.4111,0.4404,4.8
why are you always leaving me harry? huh? you should stickaround sometimes. look out for me. look frances i'm only gonna ask this one time. i mean it. i swear after this i'll never ask again: will you marry me? i know a thing or two about marriage. you... you understand me more than anyone harry... maybe even more than mama. but... you're too important to me. i'd fail you. i don't know how or why but i would. and that's a chance i just can't take. do you understand? well... i'll act like i do until i do.,0.21650755117,0.6646,0.6966,2.1
but we can live without taking human life. it's possible. anything is possible. but just try it for a week. come into new orleans and let me show you some real sport!,0.03782905225,0.5591,0.0,2.9
blade -- you're wasting your breath woman. he can't hear you now. it's the thirst you see? it already has him in its grip.,0.08664205758,0.0,-0.4019,-0.7
i'm baby sitting for the doyles. it's only three houses away. we can keep each other company. terrific. i've got three choices. watch the kid sleep listen to lynda screw or talk to you.,0.11125058783,0.7917,0.4019,2.1
bring your friends.... we're not his friends. then i won't bring you....,0.22189161557,0.0,-0.3724,-2.2
i don't know. you were gonna ask me weren't you? i've been a good worker solomon. a hard and loyal --,-0.22460059469,0.6583,0.6808,0.5
you're kidding. when for? tomorrow morning before the store opening.,-0.00600333811,0.0,0.1027,9.6
free? hey i spent all my money on those caramels.,-0.25150209758,0.45,0.5106,3.7
the falkner sisters are rather timid your honor and wish to be together. if the court pleases i will only have one of them testify. yes! yes! let's get on with it.,0.98991694139,1.0,0.9115,3.7
knock it off damone. i need real help. what do you mean? men have died trying to obtain this information. i will give it to you for free.,0.35419428628,0.5958,0.34,-0.7
mornin' ladies. how'do.,-0.0417122,0.0,0.0,6.8
but laurie kennedy is a total hardbody. what do you think bateman? i know her. i knew her.,0.71441611294,0.75,0.0,1.3
bastard... he does.,1.9179639,0.0,0.0,-0.3
i don't get it. what do you do? we're in fashion. so you're models?,-0.0417122,0.0,0.0,-0.3
really nice wheels by the way. wait-- listen--,-0.00552391222,1.0,0.4754,1.7
monstrous. yes and very beautiful. your lips they didn't move. they did but too fast for you to see them. no magic just grace and speed.,0.98476182445,0.8667,0.6538,-0.3
for the best little computer officer on the mercury mission. simon. who would believe that elaine thompson was once a stewardess on the denver-chicago run. and i can hardly believe that i'm engaged to someone like you simon.  i'm a very lucky woman.,0.15996726546,0.5854,0.9099,7.2
i think if anybody had a hand in killing hocker you ought to ask or you should have asked emory and chick. chick was outright killed by a mob. he killed a white man that owed him some money and when they caught up with him they tied him behind a car and dragged him from out of the hills back to town. those boys never did have good luck. you damn right they didn't especially emory my cousin. emory had made a lot of enemies. he had a big mouth.,0.49200684733,0.4194,-0.9494,3.6
my god... what has happened? he... he tries to take the heads... they will not pass.,1.39287460136,0.4,0.0,-0.7
your men knew the risks. what is going on here man?,-0.26581265624,0.0,-0.2732,-1.8
she's sending a message.  meth lab. trailer park.  anything with interesting antenna arrays...? there's three between miami international and the glades.  i'm gonna try for her but this is triage.  protect the maximum number of lives.  you need to know that...,0.63396188265,0.25,0.6908,4.5
take it down to the bomb squad artie- i'll do it.,0.04211108368,0.2889,0.6124,1.7
then what is it? it's an american spacecraft.,-0.0417122,0.0,0.0,3.7
oh -- oh miss flaemmchen. it's you -- quick -- something awful -- awful has happened. go -- go at once -- mr. preysing -- preysing?,-0.4368118605,0.8333,-0.765,2.1
just a cup of black coffee please...  hey ma'am! wait a minute!  would you uh like another cup? fine thanks.,0.36870084808,0.3778,0.7772,2.1
...but would further cement the relations of our countries. ambassador trentino i am indeed honored...  but you see - well - i -- oh.  then there his somebody else? well no -- not exactly -- but -- gloria -- i've waited for years.  i won't be put off!  i love you!  i want you!  can't you see that i'm at your feet?,0.29763621175,0.45,0.8998,2.1
"""i'm mike...  and this is my friend """"doubledown trent"""". stop.  ladies don't you double down on an eleven?""",-0.16998528115,0.1444,0.25,3.3
[do you know who i am?] [who are you?] [i am the president of la hermanidad.],-0.170820825,0.0,0.0,0.5
you got a suitcase? never needed one.  i've never been anywhere.  i've got a backpack. get it and put the money in it. pack up anything else you want to take with you. where are you going? to get my car. wait.  what about . . . him? put some clothes on him.  when i get back we'll load him in the trunk and dump him in the desert.  it'll takes days for anybody to find him.,0.41582139326,0.0,-0.4291,0.9
say ... about the interest ... now don't you worry about that. you just leave it all to me. we won't talk business now ... just bear this in mind ... i'm not the man to get rich on other people's hard luck.... no sir... not me! ...,0.10574234276,0.5556,0.7578,0.1
you know peggy sue your mother said you had a dream that i died. i wish she hadn't. i'm not afraid. i know exactly when i'm going to die.,-0.02203816369,0.575,-0.5859,-1.1
i couldn't get it to go down. and why was the alarm on? oh...i set it to see if it would work. you'd better call and cancel. oh god we don't want the police!,0.61719146364,0.3944,0.1705,-1.4
i don't need a shrink. harvey says he's amazing. norman... what can it hurt to talk to someone?,0.27042057859,0.9,0.1027,-0.3
he's a fucking martian?! a martian is from mars trevor.,0.79380169,0.8,0.0,1.7
your mother's in here with us karras would you like to leave a message? i'll see that she gets it. if that's true then you must know my mother's maiden name. what is it?,0.77260186546,0.65,0.6662,1.7
the third store down. jimmy just stood there on the sidewalk. it felt funny. i started walking down the block but i noticed the stores were empty.,-0.5319574822,0.4156,-0.296,2.1
here please... what do you want? may i have your bags madame? why?,0.29070879691,0.0,0.212,0.9
it's the best seat in the house. i warmed it up for you. second best.,1.03203462045,0.2,0.8885,0.1
why don't we let juno go home and we can discuss this later on okay? it all just happened so fast. we put that ad in the paper. i thought it would take months if you know ever and then -- boom -- two weeks later she's in our living room. she answered our prayers. ever since it's just been like a ticking clock.,0.27609057223,0.275,0.5267,2.5
what the hell was that? sorry. no it was good. oh well...  it came from the heart. well then keep it coming.  alright people good work!  keep it up and we'll do great at the state competition.,0.08456533915,0.7375,0.7345,-0.3
"""where are we going? let's go hassle josh. """"hassle""""?""",-0.170820825,0.0,0.0,1.3
he's the only one who can operate this -- like fish he is.  i know enough about computers to put a phd to shame.  come now brother dear you didn't think i was going to let that little man run the show did you? gus gorman telling us what to do -- i'd sooner kiss a pig!,0.17746546399,0.6667,0.6239,3.6
i came back for some of the books. i am trying to straighten out the accounts. i don't hope to impress you but i may as well tell you: we haven't a farthing! that is unfortunate.,-0.00520410876,0.5,-0.6184,2.1
any particular reason? just a feeling.  nothing personal. you want to leave? i don't know. probably be best for everybody. you may not care a lot about this place alice but i mean to make it my whole life. it's been my whole life. gimme a chance. stay a week. help get it ready. next friday if you're not happy i'll put you on the bus myself. i'll be grateful.,0.47487054342,0.4356,0.8882,2.9
dil!!! i asked you a question honey -- were you there too --,-0.248286,0.0,0.0,4.0
we can monitor the cloud's approach and observe the tests from here. is it safe?,0.32688498598,0.5,0.4404,2.5
it's all over j.d. help me to stop it. you want to wipe the slate clean as much as i do. okay so maybe i am killing everyone in the school because nobody loves me. you have a purpose though! remember? let's face it the only place different social types can genuinely get along with each other is in heaven.,-0.14373628548,0.5345,0.7922,4.8
this is the signature of webb.  and i know the temper of our men. rather than spend the war in a french prison hulk in hudson bay they'd fight to the end. you have heard your answer monsieur le marquis.,-0.22341536934,0.0,-0.9118,1.3
did you find the program for the virus on any of the discs we confiscated? no. he's either very smart or very stupid. then he stashed it somewhere or he has an accomplice. we'll release him until his indictment keep tight surveillance and see if he leads us to your disc.,1.03777288531,0.7071,-0.4404,4.4
shit. hello.,-0.23552057018,0.8,-0.5574,1.7
"""are you going to see james tonight? why are you suddenly so interested in who i am going to see at night? nighttime is my time. you're telling me but only because you never let me in on any of it... you're not going to see bobby are you? maybe. oh god laura. well why not? because bobby is a loser you said so yourself. he's a goon.  james is the one.  he loves you with that """"lasting love""""... """"true love"""".""",0.37341819546,0.5583,0.9128,2.5
the sphere looks different. what do you mean different? the grooves around the door -- they've shifted.  and the pattern -- the fluids -- they look darker now. how's harry?,0.36808563405,0.6292,0.0,2.1
doyle once around the park.  i need a moment to prepare. prepare what? my disguise.  and here...,0.05680129224,0.0,-0.25,4.1
jack. let's get it over with. all right.  what's your name?,-0.0417122,0.5357,0.0,-1.8
it's dangerous!! leave me alone!!,-0.30443484892,0.9,-0.7556,5.2
it was a dream you're awake you're all right now. can you tell me? it was the tower again... and the bell and the old spanish village... yes -- but clear... so very clear... for the first time... all of it... tell me. there was a village square a green with trees... and an old whitewashed spanish church with a cloister. across the green: a big grey wooden house with a porch and shutters and a balcony above... a small garden and next to it a livery stable... with old carriages lined up inside.,0.01994975683,0.2147,0.3919,1.3
did you feel that? yes i did... felt like a large asteroid. yes it did.  mr. dunn can i ask you a personal question? what is it mary? um...  do you people scream right when you... you know.,-0.13371269388,0.4214,0.6946,-0.7
how could you do this to me? i'm in love with you. oh come on...  what kind of an excuse is that?,0.00067086831,0.5167,0.7059,-0.7
hello mr. tongue!  what a perv. you wish.  come on let's get outta here.,-0.12428399126,0.0,0.4574,0.1
rye. just coffee. you sure you don't want something stiffer?,0.11387704903,0.8889,0.2681,4.8
you...um...you never got married? oh...i came close once.,-0.0417122,0.25,0.0,4.9
wait this isn't the way.  who are you? they're from my old convent.,0.12824968963,0.2,0.0,-1.0
my name is calloway. martins. you a friend of lime's? yes. been here long? no.,-0.21349841107,0.4,0.6199,1.7
"""perhaps you gentlemen would like to check with the source? you mean you'll tell us his name??? it's not a he general.  it was an article in the """"times"""" about a year and a half ago.""",0.4269805719,0.4514,0.5362,2.1
my ass.  the only reason you're in this is because you've got a big expense account for buying junk and you like to see your picture in the papers. this is my case.  get these guys off my back and let me handle it.,-0.4514089375,0.3667,-0.25,4.0
the red blood cells are biconvex which is theoretically impossible. they're hypochromic there's virtually no hemoglobin in them.  look at the pmns they're binucleated they should be mononucleated. what about the chemistry panel?,0.58483440051,0.5,-0.296,7.6
what happened between you and the blonde? what? the thin... the girl with small eyes. the one in your cupboard. it's none of your business. she didn't have small eyes. did she leave you? come on. it's nothing to be ashamed of. who did she leave you for? your best friend? her boss? a woman? did she leave you for a woman john? she's dead.,0.75210868341,0.3917,0.7196,0.9
i'm a fuckup and an outcast.  there isn't one single person in my life i haven't hurt through my love. you understand that?  i'm the most dangerous person in the world because if i love you watch out you're gonna get fucked fucked over and fucked out! no! did pop come down? no.  this really pissed him off sonny.  he says you're dead.  he says he doesn't have a son. he's right.  you shoulda done what he did.  go home.  don't talk to the fbi anymore.,-0.01018127785,0.5282,-0.9664,2.9
if i'd known you were going to look like this i never would have put ink in your tea. you call that a compliment? it's a start.,0.50481368067,0.0,0.6808,0.9
god that's an enormous arse. i'm not listening. no but seriously -- it's not fair -- so many tragic young teenagers with anorexia -- and that girl has an arse she could perfectly well share round with at least ten other women -- and still be beg-bottomed. i said i'm not listening -- and i think looking at something that firm you and your droopy little excuse for an 'arse' would be well-advised to keep quiet.,0.05031007587,0.5139,0.4843,7.6
defense and state department in the conference room in one hour.  i want to review the iraq situation. yes sir.,-0.04370334654,0.0,0.5423,6.0
todd what's the matter? it's my birthday. it is?  happy birthday.  you get anything?,0.12623617327,1.0,0.6531,1.3
thank you. i need a drink. oh god you don't have a drink? wine?,0.54675526922,0.0,0.6072,-1.1
h'mm ... no wonder i have trouble rounding up this show--don't you know there's a rehearsal going on?-- and you wanted a raise.--come on--get going or you'll get it! oh all right--  see you later toots.,-0.14304474882,0.2452,-0.636,1.7
wait. i have to tell you something. what? be careful. look after your shift tonight why don't you grab dylan and come stay with me on base. really? you don't mind? naw. i'll just tell my other girlfriends they can't come over tonight.,-0.10123948875,0.6438,0.2824,2.5
who's that? curtis. and what's he do? that's it you're looking at it he just looks slick all day.,0.664693065,0.375,0.0,-0.3
why are you trembling dear...? history repeats itself.  everything that happened to alan leslie...began with a smear like this...,-0.29641031784,0.0,-0.3612,6.0
take me there. really don amalio there's not much point in making a fuss.,-0.0417122,0.2,0.0,2.5
you're going to be in office for exactly two days more and then we're pulling your nose out of the feed bag. give me the district attorney's office.  i'll tell you what you'll be doing -- making brooms in the state penitentiary.  hello d'arrasty! this is hartwell. come over to my office will you? i've just arrested a couple of important birds and i want to take their confessions.,-0.27825792363,0.5833,-0.3164,5.2
operator. tank i need a pilot program for a military m-109 helicopter.,0.42954300582,0.1,0.0,9.2
they took him from me. it's john who's the target now.  you have to protect him.  he's wide open. i know! don't quit sarah.  our son need you. i know but i'm not as strong as i'm supposed to be.  i can't do it.  i'm screwing up the mission. remember the message... the future is not set. there is not fate but what we make for ourselves.,0.10479079846,0.4396,-0.6592,0.5
what? nothing. you better take a drink.,0.65954750166,0.5,-0.3412,2.5
i know you. you know my back. what are you still doing here randall? stopped by to see otto. say hello.,-0.31405980591,0.0,-0.2263,0.5
now what is up with that? the cloud has fundamentally altered our dna. cool. what'd it do to you guys?,-0.07688051312,0.65,0.3939,0.9
hi marty. uh hi....,-0.170820825,0.0,0.0,-1.0
what are you doing here? get out. leave him alone. you won't get much done with those people. those times are over! you ought to let me kick them out. do they worry you that much then? they worry me a great deal and especially because of you.,0.30595439726,0.5375,-0.5502,2.1
oh no you're not. you've gone too far this time ... and who's paying for all this? it's all taken care of. it's down on our bill. oh well that's all right.  what?,-0.07047334081,0.6082,0.5362,-0.7
hey! over here!,-0.0417122,0.0,0.0,-0.3
it was dead. it was alive wasn't it? i don't remember.,-0.18145311133,0.4,-0.4019,-0.3
you looking for somebody? wha'? you here to see somebody? yeah. who? a girl named amanda. what she look like? she's like this high dark hair skinny yo that's my girl. she didn't say she had no man. i suggest you turn around and go back to where you came from.,0.58041012424,0.3133,0.7149,1.3
hmmmm interesting. what? you have no personality. hey where does it say that? never mind.,-0.35365656324,0.5,0.2168,3.7
okay now i'm worried. what exactly is on the other side of the door ? either you'll be shot with bullets impaled with a large spike or nailed like a super model. basically you're fucked any way you go. and that's different than this because...... ?,0.225555747,0.5029,0.264,4.1
good... i gotta go.  so what do you have for me? whaddya mean? we got dick. you guy's are not working with me here. i just got off the phone with my boss. after he got done ripping me a new lincoln tunnel size asshole he let me know exactly how little i'm welcome back if we come up short. and now here you guys are wasting my fucking time!,-0.14032368099,0.4991,-0.6034,2.5
what do you think it is? i have no idea.,-0.4028488572,0.0,-0.296,-0.7
hole in one! you're the queen of stroke! yippy!,0.402933675,0.0,0.0,2.5
we're actually finally doing this? looks like it yeah. have you found a place to stay? yeah downtown. a hotel? it's a loft. aren't you the cool guy?,-0.01025157957,0.825,0.7094,1.7
we're going to get help. we gotta try. anybody else?,0.44685758483,0.0,0.4019,2.9
help me. tell me who you are. frank.,0.09802871133,0.0,0.4019,-0.7
i'm sorry gentlemen. the other day i heard such a funny story...  it still makes me laugh. it is very funny.  i am sorry. oh yes... about this injunction... the hearing is set for the twentieth of this month. that's two weeks from thursday... we did our utmost to have it set ahead. i know gentlemen but it is in the hands of the court. we're helpless aren't we? yes. it is unfortunate. well there's nothing we can do about it. why get excited?,-0.41113951289,0.7472,-0.3812,2.1
where's your dad? said he'd be home later. later when? i don't know he had a meeting or something.,0.64971940818,0.0,0.0,0.9
you must learn patience commander. do you know where i learned it? in the dilithium mines of remus. spend eighteen hours every day under the ash of a romulan guards whip and you'll soon understand patience. praetor. now go. i have some personal business.,0.07834967283,0.3,0.0,5.2
